section,Trace,Length,Area,Thickness,
199,d10_p14,1.44882,0.114866,0.048,
199,d10_SER,0.14013,0.00068189,0.048,
200,d10,2.24715,0.326519,0.048,
200,D10_inhib_160,1.07057,0.0906791,0.048,
200,d10_o11,0.0877114,0.000369697,0.048,
200,d10_o11_INC,0.260106,0.000931997,0.048,
200,d10_o14_multisyn,0.0835736,0.000335639,0.048,
200,d10_p10,0.774421,0.0272265,0.048,
200,d10_p11,0.913707,0.0546798,0.048,
200,d10_p14,1.25132,0.105148,0.048,
200,d10_SER,0.14015,0.000682007,0.048,
201,d10,2.70249,0.413466,0.048,
201,D10_inhib_160,0.791728,0.0458866,0.048,
201,d10_p10,0.642963,0.0265866,0.048,
201,d10_p11,0.603577,0.027225,0.048,
201,d10_SER,0.140148,0.000681995,0.048,
202,d10,2.54226,0.400036,0.048,
202,D10_inhib_160,1.2674,0.12025,0.048,
202,d10_p10,0.675576,0.0298181,0.048,
202,d10_p11,0.574953,0.0225954,0.048,
202,d10_SER,0.14013,0.000681913,0.048,
