sec,x,y
88.0,9.01032,0.441417
89.0,8.9837,0.451554
90.0,8.95123,0.460622
91.0,8.9119,0.468642
92.0,8.86558,0.480046
93.0,8.81636,0.490516
94.0,8.76462,0.500326
95.0,8.70996,0.507208
96.0,8.65675,0.516162
97.0,8.60574,0.522304
98.0,8.5589,0.524648
99.0,8.51999,0.525064
100.0,8.48334,0.529513
101.0,8.45206,0.532996
102.0,8.42894,0.52993
103.0,8.40499,0.531851
104.0,8.37107,0.524316
105.0,8.33704,0.522986
106.0,8.30687,0.520205
107.0,8.27823,0.520102
108.0,8.24697,0.519999
109.0,8.21878,0.521119
110.0,8.18305,0.525724
111.0,8.13896,0.530508
112.0,8.09073,0.532912
113.0,8.04036,0.531351
114.0,7.99817,0.549036
115.0,7.95676,0.571533
116.0,7.91307,0.591328
117.0,7.87108,0.60608
118.0,7.82623,0.624508
119.0,7.78428,0.65152
120.0,7.75131,0.678766
121.0,7.72627,0.70897
122.0,7.70381,0.750209
123.0,7.68763,0.796895
124.0,7.67608,0.83554
125.0,7.66629,0.879855
126.0,7.65857,0.92656
127.0,7.64904,0.990641
128.0,7.64077,1.05635
129.0,7.62945,1.12055
130.0,7.61928,1.18181
131.0,7.61051,1.24213
132.0,7.60056,1.30992
133.0,7.59202,1.37206
134.0,7.5805,1.44061
135.0,7.56908,1.49613
136.0,7.55749,1.55219
137.0,7.54752,1.59846
138.0,7.53902,1.63753
139.0,7.53062,1.6716
140.0,7.52196,1.70825
141.0,7.50618,1.74677
142.0,7.48921,1.77875
143.0,7.46878,1.81265
144.0,7.44738,1.84534
145.0,7.42549,1.88039
146.0,7.40422,1.9116
147.0,7.38364,1.93943
148.0,7.36485,1.97007
149.0,7.34938,2.00029
150.0,7.33353,2.02509
151.0,7.32261,2.04924
152.0,7.31157,2.07522
153.0,7.29873,2.10369
154.0,7.28485,2.13107
155.0,7.2671,2.15744
156.0,7.24265,2.18975
157.0,7.21582,2.22399
158.0,7.18538,2.25954
159.0,7.14806,2.29812
160.0,7.10336,2.34208
161.0,7.06207,2.39091
162.0,7.01729,2.43305
163.0,6.97156,2.47572
164.0,6.92624,2.5177
165.0,6.88048,2.55773
166.0,6.8364,2.59762
167.0,6.79224,2.63304
168.0,6.74993,2.6676
169.0,6.7198,2.70025
170.0,6.68824,2.73101
171.0,6.6549,2.76009
172.0,6.62529,2.78966
173.0,6.59863,2.81421
174.0,6.57381,2.83635
175.0,6.55287,2.85942
176.0,6.53782,2.88328
177.0,6.52442,2.91135
178.0,6.50371,2.94209
179.0,6.47627,2.97448
180.0,6.45814,3.01736
181.0,6.44138,3.05907
182.0,6.42693,3.09523
183.0,6.41101,3.13091
184.0,6.39734,3.1644
185.0,6.38696,3.19737
186.0,6.37519,3.22927
187.0,6.36068,3.25735
188.0,6.36053,3.28836
189.0,6.35945,3.31787
190.0,6.35606,3.33426
191.0,6.35311,3.34635
192.0,6.3534,3.36081
193.0,6.35584,3.3783
194.0,6.3568,3.39374
195.0,6.35667,3.40843
196.0,6.35462,3.41942
197.0,6.35614,3.43633
198.0,6.35383,3.45236
199.0,6.35223,3.46596
200.0,6.35401,3.4778
201.0,6.35511,3.49051
202.0,6.35329,3.50435
