Z-Trace,Note,Start,End,Length,
d03_Z,,64,202,10,
d03_Z smooth10,,64,202,7.03253,
d03_Z smooth10_analyzed_length,,71,190,6.06789,
d03zlendown1,,72,190,5.83088,
d03zlendown2,,72,190,5.81782,
d03zlenup1,,72,190,5.86522,
d03zlenup2,,72,190,5.846,
