Object,Start,End,Count,Surface area,Flat area,Volume,
d004_o20,71,75,5,0.0186576,0.00180953,7.78096e-05,
d004_o21,73,76,4,0.0149455,0.00145125,6.24037e-05,
d004_o22,77,81,5,0.018679,0.00181362,7.79857e-05,
d004_o23,79,83,5,0.0186929,0.00181632,7.81018e-05,
d004_o24_BRANCHED,83,88,6,0.0224214,0.00217752,9.36334e-05,
d004_o25,90,92,3,0.0112107,0.00108876,4.68167e-05,
d004_o26,100,102,3,0.0111892,0.00108466,4.66404e-05,
d004_o27,106,108,3,0.0112107,0.00108876,4.68167e-05,
d004_o28_sym_INC,105,111,7,0.0512835,0.00279436,0.000120158,
d004_p02,1,23,33,1.2656,1.54888,0.0666017,
d004_p03,6,11,7,0.395294,0.611688,0.0263026,
d004_p04,14,19,8,0.416718,0.545609,0.0234612,
d004_p06,1,29,31,1.87843,3.28536,0.14127,
d004_p07,11,48,61,3.51818,5.81631,0.250101,
d004_p08,28,38,13,0.353014,0.351646,0.0151208,
d004_p09,20,36,17,0.572494,0.636575,0.0273727,
d004_p10,33,45,14,0.64286,0.661968,0.0284646,
d004_p11,40,62,24,0.692895,0.687811,0.0295759,
d004_p12,38,48,14,0.657895,0.860096,0.0369841,
d004_p13,47,61,15,0.404487,0.368326,0.015838,
d004_p14,48,72,26,2.41242,5.38825,0.231695,
d004_p15,38,62,27,2.10618,4.32662,0.186045,
d004_p16,56,70,19,1.15255,2.15628,0.0927201,
d004_p17,44,69,26,0.740391,0.806671,0.0346869,
d004_p18,49,68,34,1.51585,1.60434,0.0689865,
d004_p19,67,87,21,0.697116,0.708097,0.0304482,
d004_p20,71,90,21,0.548645,0.474396,0.020399,
d004_p21,60,76,18,0.547164,0.608403,0.0261613,
d004_p22,68,81,14,0.481523,0.505254,0.0217259,
d004_p23,79,84,6,0.2545,0.274521,0.0118044,
d004_p24,83,97,18,0.567625,0.48183,0.0207187,
d004_p25,91,100,10,0.437386,0.434851,0.0186986,
d004_p26,83,102,21,0.775229,1.05485,0.0453587,
d004_r07,33,33,1,0.024899,0.0237277,0.00102029,
d004_r10_maybe,41,41,1,0.0293737,0.0370982,0.00159522,
d004_r14,53,53,1,0.0215652,0.0158616,0.000682048,
d004_r19_maybe,75,75,1,0.0139559,0.00835106,0.000359096,
d004_r22,73,73,1,0.0180228,0.013307,0.000572203,
d004_rs01_exclude,4,7,4,0.0736675,0.05636,0.00242348,
d004_rs02_exclude,9,10,2,0.036577,0.0266347,0.00114529,
d004_rs03,33,33,1,0.0272459,0.0292919,0.00125955,
d004_rs04,33,33,1,0.0220365,0.0200824,0.000863545,
d004_rs05,77,77,1,0.0184873,0.014569,0.000626465,
d004_rs06_maybe,31,31,1,0.0393562,0.0664039,0.00285537,
d004_scalecube,87,87,1,0.0701502,0.0923848,0.00397255,
d004_ser16_tubule?,63,63,1,0.0407019,0.0707883,0.0030439,
d004axon04_sym_syn2,119,119,1,0.057722,0.110828,0.0047656,
d004axon04_sym_syn3,17,17,1,0.0560119,0.119297,0.00512978,
d004borderline_inc_butcanbekept,25,25,1,0.0418312,0.0735256,0.0031616,
d004branch07,24,24,1,0.0578138,0.112554,0.00483981,
d004sa06,21,25,7,0.0419594,0.00472236,0.000203061,
d004sa07,20,30,12,0.109289,0.0186914,0.000803732,
d004sa14,48,58,2,0.0174408,0.0028561,0.000122812,
d004sa15,56,61,2,0.0194704,0.00356077,0.000153113,
d004ser17,65,65,1,0.0033196,0.00020608,8.86144e-06,
