sec,x,y
128.0,9.39316,-1.34461
129.0,9.37019,-1.34215
130.0,9.34526,-1.34229
131.0,9.31663,-1.34035
132.0,9.28625,-1.33805
133.0,9.25051,-1.33674
134.0,9.21047,-1.33238
135.0,9.16446,-1.32258
136.0,9.12135,-1.31212
137.0,9.08138,-1.2959
138.0,9.04782,-1.28004
139.0,9.01737,-1.26325
140.0,8.98672,-1.24462
141.0,8.9582,-1.22391
142.0,8.92989,-1.1996
143.0,8.90458,-1.17479
144.0,8.87819,-1.15252
145.0,8.85663,-1.13524
146.0,8.83544,-1.11677
147.0,8.80722,-1.1007
148.0,8.77992,-1.08796
149.0,8.75389,-1.07621
150.0,8.72914,-1.06304
151.0,8.70153,-1.05374
152.0,8.67331,-1.04718
153.0,8.64442,-1.03953
154.0,8.62215,-1.02943
155.0,8.60177,-1.01898
156.0,8.57967,-1.00712
157.0,8.56546,-0.99637
158.0,8.55028,-0.982551
159.0,8.53428,-0.96981
160.0,8.51827,-0.96058
161.0,8.50727,-0.950369
162.0,8.49646,-0.925147
163.0,8.48994,-0.906113
164.0,8.48226,-0.88666
165.0,8.47246,-0.866772
166.0,8.45229,-0.83905
167.0,8.42749,-0.810298
168.0,8.40795,-0.781836
169.0,8.38147,-0.756031
170.0,8.35068,-0.72533
171.0,8.3181,-0.691751
172.0,8.28656,-0.672154
173.0,8.2521,-0.643001
174.0,8.21229,-0.612223
175.0,8.17711,-0.574469
176.0,8.15388,-0.54572
177.0,8.14053,-0.514016
178.0,8.12104,-0.485723
179.0,8.10555,-0.445746
180.0,8.09434,-0.402133
181.0,8.08074,-0.361484
182.0,8.06499,-0.320687
183.0,8.04622,-0.284413
184.0,8.03239,-0.245437
185.0,8.01218,-0.217514
186.0,7.99186,-0.18861
187.0,7.95717,-0.165231
188.0,7.9277,-0.136526
189.0,7.89691,-0.117374
190.0,7.86607,-0.0978915
191.0,7.83975,-0.0784121
192.0,7.80854,-0.0564124
193.0,7.77394,-0.0375119
194.0,7.73646,-0.0271303
195.0,7.70312,-0.0116354
196.0,7.66494,0.0130388
197.0,7.62711,0.0442395
198.0,7.58743,0.0742969
199.0,7.55282,0.104471
200.0,7.51917,0.128625
201.0,7.48461,0.1516
202.0,7.45801,0.169666
