Z-Trace,Note,Start,End,Length,
d05_Z,,88,202,8.41874,
d05_Z smooth10,,88,202,7.25123,
d05_Z smooth10_analyzed_length,,96,190,6.11904,
d05zlendown1,,96,190,5.91344,
d05zlendown2,,96,190,5.92233,
d05zlenup1,,96,190,5.92123,
d05zlenup2,,96,190,5.88026,
