Object,Start,End,Count,Surface area,Flat area,Volume,
d05c16,154,155,2,0.0585726,0.0449975,0.00215988,
d05c17,165,168,4,0.100166,0.0802495,0.00385198,
d05c18,175,187,20,0.965278,1.19949,0.0575757,
d05c19,184,189,6,0.138604,0.0840536,0.00403457,
d05c21,161,164,4,0.138335,0.151219,0.00725852,
d05c23,168,171,4,0.119698,0.122026,0.00585724,
d05cfa01,91,94,4,0.0457812,0.0457812,0,
d05cfa03,100,105,6,0.0835503,0.0835503,0,
d05cfa04,129,130,2,0.0533147,0.0601679,0.00224922,
d05cfa05,94,98,5,0.0734991,0.0614046,0.000449925,
d05cfa06,114,117,4,0.0359728,0.0359728,0,
d05cfa07,118,122,5,0.052692,0.052692,0,
d05cfa08,133,137,5,0.0477243,0.0477243,0,
d05cfa09,116,119,4,0.0306707,0.0306707,0,
d05cfa10,142,146,5,0.0390759,0.0390759,0,
d05cfa11,131,145,26,0.558844,0.552547,0.00257565,
d05cfa13,148,153,6,0.0722112,0.0722112,0,
d05cfa14,160,167,14,0.415619,0.372225,0.00879406,
d05cfa15,150,154,5,0.0493852,0.0493852,0,
d05cfa16,155,155,1,0.0264774,0.0148664,0.000713587,
d05cfa17,166,168,3,0.0457084,0.0304404,0.00107944,
d05cfa18,175,187,20,0.401151,0.387559,0.000964941,
d05cfa19,184,189,6,0.0534218,0.0534218,0,
d05cfa21,162,164,3,0.0505678,0.0477105,0.00143544,
d05cfa23,169,171,4,0.0649254,0.0509768,0.00183978,
D05dia1,85,85,1,0.0250565,0.0250565,0,
D05dia2,138,138,1,0.023477,0.023477,0,
D05dia3,202,202,1,0.0373643,0.0373643,0,
d05mvb11,134,134,1,0.0461257,0.0726888,0.00348906,
d05p01,96,98,3,0.00994248,0.00113914,5.46789e-05,
d05p02,103,106,4,0.0355337,0.00177752,8.53212e-05,
d05p03,105,106,2,0.0104939,0.00114716,5.50638e-05,
d05p04,108,110,3,0.0155428,0.00167954,8.06179e-05,
d05p05,113,115,3,0.0109908,0.000839835,4.03121e-05,
d05p06,117,121,5,0.0279647,0.00424147,0.00020359,
d05p07_symmetric,118,122,5,0.0307551,0.00647657,0.000310875,
d05p08,125,127,3,0.0359504,0.00514198,0.000246815,
d05p09,128,130,3,0.0133934,0.00124713,5.98623e-05,
d05p10,131,133,3,0.0171438,0.00204336,9.80814e-05,
d05p11,132,141,10,0.029017,0.00283105,0.00013589,
d05p13,148,153,6,0.0314685,0.00343808,0.000165028,
d05p14,150,158,9,0.0487027,0.00549685,0.000263849,
d05p15,157,160,4,0.027226,0.00386511,0.000185525,
d05p16,162,164,3,0.0169276,0.00259011,0.000124325,
d05p17,168,173,6,0.0330289,0.00592144,0.000284229,
d05p18,170,175,6,0.0803774,0.0133983,0.000643119,
d05p19,190,192,3,0.0535814,0.0152375,0.000731398,
d05p20_inc,190,190,1,0.0219756,0.00546954,0.000262538,
d05p21,165,168,4,0.0225728,0.00345432,0.000165807,
d05p22_inc,93,94,2,0.00768026,0.00061514,2.95267e-05,
d05p23,183,186,4,0.0351043,0.00642557,0.000308427,
d05p24,195,198,4,0.0140862,0.00103463,4.96622e-05,
d05plinn01,96,103,2,0.0233435,0.00738911,0.000354677,
d05plinn02,103,104,2,0.0233434,0.00738902,0.000354673,
d05plinn03,104,109,2,0.0233434,0.00738902,0.000354673,
d05plinn04,109,113,2,0.0233435,0.00738911,0.000354677,
d05plinn05,113,117,2,0.0233435,0.00738911,0.000354677,
d05plinn06,117,118,2,0.0232967,0.00735911,0.000353237,
d05plinn07,118,126,2,0.0232967,0.00735911,0.000353237,
d05plinn08,126,128,2,0.0232954,0.00735824,0.000353196,
d05plinn09,128,131,2,0.0232958,0.00735856,0.000353211,
d05plinn10,131,132,2,0.0232956,0.00735843,0.000353205,
d05plinn11,132,148,2,0.0232956,0.00735843,0.000353205,
d05plinn13,148,150,2,0.0232984,0.00736013,0.000353286,
d05plinn14,150,157,2,0.0232957,0.00735842,0.000353204,
d05plinn15,157,162,2,0.023503,0.00748975,0.000359508,
d05plinn16,162,165,2,0.0235057,0.00749146,0.00035959,
d05plinn17,168,170,2,0.0235029,0.00748973,0.000359507,
d05plinn18,170,190,2,0.0239751,0.00778424,0.000373643,
d05plinn21,165,168,2,0.0235029,0.00748973,0.000359507,
d05plinnALL,96,190,36,0.421077,0.133561,0.00641091,
d05plinnall,96,190,36,0.421077,0.133561,0.00641091,
d05plinnall2,103,190,36,0.421077,0.133561,0.00641091,
d05rb06,115,117,7,0.0236811,0.00260939,0.000125251,
d05rh05,94,94,5,0.0210945,0.00289878,0.000139142,
d05rs,97,97,4,0.0152848,0.00190243,9.13165e-05,
d05rs02,104,106,15,0.0487906,0.00516928,0.000248126,
d05rs03,176,178,29,0.0860879,0.00832167,0.00039944,
d05rs04_outsidelength,194,194,7,0.0291267,0.00392236,0.000188274,
d05sa11,132,139,6,0.0819869,0.0169119,0.000811773,
d05sa14,150,156,5,0.0680074,0.014133,0.000678385,
d05sa18,170,180,11,0.140882,0.0271924,0.00130524,
d05SER,96,190,427,7.66218,3.37046,0.161782,
d05ser04,108,108,1,0.014077,0.00298635,0.000143345,
d05ser16,162,164,3,0.033673,0.00569634,0.000273424,
d05SERp11,134,139,14,0.32982,0.193786,0.00930174,
d05SERp14,152,163,18,0.571194,0.343093,0.0164685,
d05SERp18,171,171,1,0.0131205,0.00503571,0.000241714,
