sec,x,y
2.0,15.0805,31.4303
3.0,15.0734,31.4351
4.0,15.0667,31.4397
5.0,15.0665,31.4445
6.0,15.0625,31.4501
7.0,15.0544,31.454
8.0,15.0471,31.4622
9.0,15.0383,31.475
10.0,15.0345,31.4786
11.0,15.0327,31.4824
12.0,15.0321,31.4868
13.0,15.0374,31.4835
14.0,15.0416,31.4796
15.0,15.0361,31.4753
16.0,15.034,31.4699
17.0,15.0373,31.4636
18.0,15.0391,31.4393
19.0,15.0414,31.4079
20.0,15.0378,31.385
21.0,15.0378,31.3639
22.0,15.0332,31.3388
23.0,15.0177,31.3206
24.0,15.0011,31.3005
25.0,14.9873,31.2814
26.0,14.9739,31.2619
27.0,14.962,31.2441
28.0,14.9519,31.2407
29.0,14.9405,31.2403
30.0,14.9301,31.2383
31.0,14.9083,31.2359
32.0,14.8931,31.2325
33.0,14.879,31.2276
34.0,14.8666,31.2238
35.0,14.8645,31.2187
36.0,14.8634,31.2117
37.0,14.8612,31.2078
38.0,14.8508,31.2004
39.0,14.8541,31.1894
40.0,14.8603,31.1785
41.0,14.8625,31.1618
42.0,14.8623,31.1483
43.0,14.8699,31.1348
44.0,14.8672,31.1169
45.0,14.8582,31.0971
46.0,14.8526,31.0787
47.0,14.8365,31.0579
48.0,14.8346,31.0388
49.0,14.8138,31.0286
50.0,14.7806,31.0216
51.0,14.759,31.0166
52.0,14.7324,31.0129
53.0,14.6989,31.0074
54.0,14.6709,31.0087
55.0,14.6417,31.0106
56.0,14.6082,31.0029
57.0,14.5756,30.9973
58.0,14.5348,30.9888
59.0,14.5149,30.9702
60.0,14.5037,30.9525
61.0,14.4979,30.934
62.0,14.5105,30.9206
63.0,14.5232,30.9087
64.0,14.5327,30.893
65.0,14.5318,30.8784
66.0,14.5277,30.8767
67.0,14.5327,30.8725
68.0,14.5409,30.8711
69.0,14.5424,30.8721
70.0,14.5474,30.8686
71.0,14.5443,30.8658
72.0,14.5286,30.8525
73.0,14.5147,30.8415
74.0,14.5079,30.8317
75.0,14.5035,30.8246
76.0,14.4977,30.816
77.0,14.4797,30.8273
78.0,14.4605,30.8341
79.0,14.4401,30.846
80.0,14.4146,30.8567
81.0,14.398,30.8605
82.0,14.3856,30.8668
83.0,14.3755,30.8722
84.0,14.3674,30.8771
85.0,14.3643,30.8823
86.0,14.359,30.8835
87.0,14.3664,30.8603
88.0,14.3697,30.8377
89.0,14.3677,30.818
90.0,14.3743,30.7896
91.0,14.3749,30.7695
92.0,14.3686,30.7508
93.0,14.3463,30.7321
94.0,14.3184,30.7195
95.0,14.2851,30.7107
96.0,14.2743,30.7164
97.0,14.2671,30.7293
98.0,14.2699,30.7466
99.0,14.2705,30.7585
100.0,14.265,30.7798
101.0,14.2626,30.7988
102.0,14.2579,30.8152
103.0,14.2667,30.8269
104.0,14.284,30.8348
105.0,14.3091,30.8342
106.0,14.3148,30.8203
107.0,14.3131,30.8031
108.0,14.3071,30.7862
109.0,14.2975,30.7751
110.0,14.2938,30.7722
111.0,14.2888,30.7678
112.0,14.2893,30.7654
113.0,14.2912,30.7661
114.0,14.2896,30.765
115.0,14.2884,30.7634
116.0,14.2894,30.7614
117.0,14.2943,30.7562
118.0,14.2872,30.7571
119.0,14.2845,30.7543
120.0,14.2745,30.7437
121.0,14.264,30.7403
122.0,14.2538,30.7367
123.0,14.2463,30.7354
124.0,14.2381,30.7346
125.0,14.2282,30.7368
126.0,14.2179,30.7419
127.0,14.2072,30.7505
128.0,14.2036,30.7524
129.0,14.2013,30.7488
130.0,14.202,30.7412
131.0,14.2069,30.7413
132.0,14.2072,30.741
133.0,14.2003,30.7374
134.0,14.1965,30.7345
135.0,14.1916,30.7302
136.0,14.1912,30.7253
137.0,14.19,30.7228
138.0,14.1882,30.7193
139.0,14.1863,30.7143
140.0,14.1815,30.7187
141.0,14.1789,30.707
142.0,14.1796,30.696
143.0,14.1835,30.6867
144.0,14.1847,30.6764
145.0,14.1851,30.6675
146.0,14.1829,30.6595
147.0,14.1772,30.6538
148.0,14.1759,30.6532
149.0,14.1723,30.6588
150.0,14.1757,30.6616
151.0,14.1748,30.6735
152.0,14.1722,30.6884
153.0,14.1659,30.7036
154.0,14.1554,30.7211
155.0,14.1456,30.7429
156.0,14.1332,30.7639
157.0,14.1197,30.7798
158.0,14.0932,30.7926
159.0,14.0644,30.8012
160.0,14.0249,30.8092
161.0,13.9817,30.8099
162.0,13.9382,30.8081
163.0,13.8981,30.8073
164.0,13.8628,30.8012
165.0,13.83,30.7832
166.0,13.7984,30.7622
167.0,13.7697,30.7436
168.0,13.754,30.7237
169.0,13.7445,30.705
170.0,13.7434,30.6833
171.0,13.7437,30.665
172.0,13.7343,30.6481
173.0,13.7245,30.6294
174.0,13.7187,30.6142
175.0,13.7079,30.6049
176.0,13.6981,30.6004
177.0,13.6902,30.5899
178.0,13.6763,30.5734
179.0,13.6602,30.5544
180.0,13.6411,30.5415
181.0,13.6269,30.5285
182.0,13.6306,30.5166
183.0,13.6344,30.5066
184.0,13.6378,30.498
185.0,13.6446,30.4904
186.0,13.652,30.4795
187.0,13.6575,30.4722
188.0,13.6669,30.4687
189.0,13.6775,30.468
190.0,13.6896,30.4684
191.0,13.6874,30.4702
192.0,13.6797,30.4657
193.0,13.6754,30.4618
194.0,13.6637,30.4615
195.0,13.6515,30.461
196.0,13.6408,30.4645
197.0,13.6268,30.4701
198.0,13.6141,30.4865
199.0,13.5978,30.499
200.0,13.5861,30.5056
201.0,13.5837,30.5068
202.0,13.5814,30.5118
203.0,13.5766,30.5153
204.0,13.5749,30.5147
205.0,13.5737,30.5151
