Object,Start,End,Count,Surface area,Flat area,Volume,
d07_sp15_multisyn,85,105,22,1.15295,1.34998,0.0658264,
d07_sp16,93,105,13,0.529974,0.722449,0.0325102,
d07_sp17,100,113,14,0.474399,0.455407,0.0204933,
d07_sp18,102,115,14,0.511396,0.581617,0.0261728,
d07_sp19,106,112,7,0.383177,0.568337,0.0255752,
d07_sp20,109,117,9,0.399196,0.400425,0.0180191,
d07_sp21,116,127,14,0.560206,0.509678,0.0229355,
d07_sp22,120,138,27,1.86473,3.13883,0.141247,
d07_sp23,123,131,11,0.408084,0.382084,0.0171938,
d07_sp24,130,137,9,0.420533,0.57401,0.0258305,
d07_sp25,144,153,14,0.569773,0.631672,0.0284253,
d07_sp26,145,152,9,0.375047,0.443911,0.019976,
d07_sp27,154,162,9,0.245764,0.22844,0.0102798,
d07_sp28,153,163,15,0.750135,1.02232,0.0460042,
d07_sp29,164,172,9,0.460481,0.639248,0.0287661,
d07_sp30,157,170,14,0.485307,0.48421,0.0217895,
d07_sp31,173,188,19,0.76081,0.863051,0.0388373,
d07_sp32,175,188,19,0.792884,0.975731,0.0439079,
d07_sp33,189,195,7,0.248883,0.248603,0.0111871,
d07_sp34_multisyn,192,213,24,1.49051,2.26085,0.101738,
d07_sp35,200,208,10,0.577962,0.563748,0.0253686,
d07_sp36,202,216,15,0.60569,0.679512,0.030578,
d07_sp37,187,216,30,1.00242,1.12996,0.0508484,
d07_sp38,221,226,6,0.27238,0.373088,0.016789,
d07_sp41,196,221,27,0.723002,0.573375,0.0258019,
d07_sp42_INC,231,231,1,0.0433704,0.0344015,0.00154807,
d07c01,52,55,5,0.147407,0.123918,0.0055763,
d07c02,50,55,6,0.138032,0.0912568,0.00410656,
d07c03,52,53,2,0.0688216,0.0654573,0.00294558,
d07c04,57,59,3,0.0703346,0.0481904,0.00216857,
d07c05,54,58,5,0.106969,0.0652731,0.00293729,
d07c06_sym,60,62,3,0.0644672,0.0377028,0.00169663,
d07c07a,64,66,3,0.0709932,0.0577042,0.00259669,
d07c08,53,54,2,0.0497438,0.032057,0.00144257,
d07c09,71,75,5,0.107352,0.0859621,0.0038683,
d07c10,76,80,5,0.111626,0.0693845,0.0031223,
d07c11,69,73,5,0.103171,0.0676957,0.00304631,
d07c12,77,80,4,0.12668,0.111896,0.0050353,
d07c14a,79,83,5,0.157842,0.0967954,0.00542963,
d07c14b,99,102,4,0.102781,0.0736866,0.0033159,
d07c15a,97,101,5,0.111782,0.070694,0.00318123,
d07c15b,97,101,5,0.100068,0.0578386,0.00260274,
d07c16,101,104,4,0.135983,0.165797,0.00746085,
d07c17,107,112,6,0.127558,0.0948016,0.00426607,
d07c18,106,112,7,0.215858,0.240699,0.0108315,
d07c19,110,112,3,0.099296,0.123222,0.00554498,
d07c20,110,115,6,0.142761,0.108712,0.00489202,
d07c21,121,125,5,0.110409,0.0862036,0.00387916,
d07c22,127,135,13,0.583509,0.792033,0.0356415,
d07c23,125,129,5,0.149431,0.137191,0.00617358,
d07c24,132,135,4,0.11908,0.128882,0.00579968,
d07c25,145,148,4,0.0840974,0.0630734,0.0028383,
d07c26,147,149,3,0.090962,0.0969847,0.00436431,
d07c27,157,161,5,0.0728708,0.0397042,0.00178669,
d07c28,156,160,5,0.14673,0.138034,0.00621151,
d07c29,165,168,4,0.113576,0.112282,0.0050527,
d07c30,158,164,7,0.162288,0.128337,0.00577518,
d07c31,184,187,4,0.096228,0.0802847,0.00361281,
d07c32,179,187,9,0.248252,0.226491,0.0101921,
d07c33,190,195,6,0.158316,0.143716,0.00646721,
d07c34,194,205,19,0.625694,0.644187,0.0289884,
d07c34b,212,214,3,0.0742229,0.0663482,0.00298567,
d07c35,202,205,4,0.0714006,0.0462939,0.00208322,
d07c36,214,217,4,0.117682,0.126608,0.00569737,
d07c37,188,190,3,0.0816141,0.078093,0.00351418,
d07c38,222,226,5,0.0997172,0.0644809,0.00290164,
d07c40_sym,155,166,12,0.294201,0.21389,0.00962507,
d07c41,216,220,5,0.0898897,0.0607383,0.00273322,
d07cfa01,52,55,6,0.0859372,0.0799693,0.00073226,
d07cfa02,50,55,6,0.0541827,0.0541827,0,
d07cfa03,52,53,3,0.0622328,0.0671901,0.00188222,
d07cfa04,57,59,3,0.0276127,0.0276127,0,
d07cfa05,54,58,5,0.0429382,0.0429382,0,
d07cfa06,60,62,3,0.0252045,0.0252045,0,
d07cfa07a,64,66,5,0.074545,0.0681663,0.00199437,
d07cfa08,53,54,2,0.019978,0.019978,0,
d07cfa09,71,75,8,0.111909,0.104964,0.00305901,
d07cfa10,76,80,5,0.0447965,0.0447965,0,
d07cfa11,69,73,5,0.0395094,0.0395094,0,
d07cfa12,77,80,7,0.141823,0.128533,0.00362097,
d07cfa14a,79,83,5,0.0647746,0.0647746,0,
d07cfa14b,99,102,4,0.043516,0.043516,0,
d07cfa15a,97,101,5,0.0466721,0.0466721,0,
d07cfa15b,97,101,5,0.0394945,0.0394945,0,
d07cfa16,101,103,5,0.105379,0.0801426,0.00270693,
d07cfa17,107,112,6,0.0390797,0.0390797,0,
d07cfa18,106,112,7,0.0741658,0.0741658,0,
d07cfa19,110,111,3,0.0605015,0.0526063,0.00201799,
d07cfa20,110,115,6,0.0490933,0.0490933,0,
d07cfa21,121,125,5,0.0355061,0.0355061,0,
d07cfa22,127,135,13,0.252781,0.236266,0.00128735,
d07cfa23,125,129,5,0.0523192,0.0523192,0,
d07cfa24,132,135,4,0.0513011,0.0454263,0.000850451,
d07cfa25,145,148,4,0.0265187,0.0265187,0,
d07cfa26,147,149,3,0.026826,0.026826,0,
d07cfa27,157,161,5,0.0199671,0.0199671,0,
d07cfa28,156,160,5,0.0566053,0.0566053,0,
d07cfa29,165,168,4,0.0494209,0.039025,0.000646558,
d07cfa30,158,164,7,0.0520062,0.0520062,0,
d07cfa31,184,187,4,0.045474,0.0353662,0.000404622,
d07cfa32,179,187,9,0.0853051,0.0853051,0,
d07cfa33,190,195,6,0.0522093,0.0522093,0,
d07cfa34,194,205,20,0.282539,0.262245,0.00153475,
d07cfa34b,212,213,2,0.0271836,0.0194595,0.000480714,
d07cfa35,202,205,4,0.029187,0.0213227,0.000273824,
d07cfa36,214,216,3,0.0583002,0.0472637,0.00169915,
d07cfa37,188,190,3,0.0241111,0.0241111,0,
d07cfa38,222,226,5,0.0398695,0.0398695,0,
d07cfa40,155,166,12,0.103869,0.103869,0,
d07cfa41,216,220,5,0.0261542,0.0261542,0,
d07cross,39,231,386,59.3919,59.3919,0,
d07delete,102,103,2,0.0480447,0.0421067,0.0018948,
d07dia1,136,136,1,0.0180526,0.0180526,0,
d07dia2,39,39,1,0.0183292,0.0183292,0,
d07dia3,231,231,1,0.0252855,0.0252855,0,
d07KHdecisiontoremoveAsyn,91,91,1,0.108898,0.437594,0.0196917,
d07p01,39,45,7,0.0168817,0.00161028,7.24626e-05,
d07p01dia,54,54,1,0.041722,0.041722,0,
d07p02,45,49,5,0.0287361,0.00315367,0.000141915,
d07p02dia,51,51,1,0.0127258,0.0127258,0,
d07p03,47,52,6,0.0888891,0.0056673,0.000255029,
d07p03dia,53,53,1,0.017436,0.017436,0,
d07p04,53,56,4,0.017688,0.00241408,0.000108634,
d07p04dia,59,59,1,0.0170766,0.0170766,0,
d07p05,56,58,3,0.0622524,0.00460256,0.000207115,
d07p05dia,58,58,1,0.0110092,0.0110092,0,
d07p06,60,62,3,0.0169237,0.00322204,0.000144992,
d07p07a,62,65,4,0.0208212,0.00437151,0.000196718,
d07p07adia,64,64,1,0.0116264,0.0116264,0,
d07p07b,62,65,4,0.0208212,0.00437151,0.000196718,
d07p07bdia,54,54,1,0.00382076,0.00382076,0,
d07p08,64,68,5,0.0552942,0.00894792,0.000402656,
d07p08dia,54,54,1,0.0136093,0.0136093,0,
d07p09,70,74,5,0.0624672,0.0144608,0.000650737,
d07p09dia,71,71,1,0.0127912,0.0127912,0,
d07p10,72,75,4,0.0464813,0.00780657,0.000351295,
d07p10dia,77,77,1,0.016714,0.016714,0,
d07p11,74,77,4,0.0104105,0.00109285,4.91784e-05,
d07p11dia,71,71,1,0.0119223,0.0119223,0,
d07p12,76,85,10,0.0701563,0.00273557,0.000130859,
d07p12dia,85,85,1,0.00357722,0.00357722,0,
d07p14,83,90,8,0.0461596,0.00523615,0.000259902,
d07p14adia,81,81,1,0.0273411,0.0273411,0,
d07p14bdia,100,100,1,0.0119575,0.0119575,0,
d07p15a,84,88,5,0.107433,0.00632608,0.000314845,
d07p15adia,101,101,1,0.0222058,0.0222058,0,
d07p15b,84,88,5,0.107433,0.00632608,0.000314845,
d07p15bdia,101,101,1,0.0222058,0.0222058,0,
d07p16,93,97,5,0.0221161,0.00301916,0.000135862,
d07p16dia,101,101,1,0.0200114,0.0200114,0,
d07p17,99,105,7,0.0302044,0.00483091,0.000217391,
d07p17dia,109,109,1,0.0114977,0.0114977,0,
d07p18,102,105,4,0.0379266,0.00488058,0.000219626,
d07p18dia,108,108,1,0.0194344,0.0194344,0,
d07p19,105,108,4,0.0141362,0.00118555,5.33496e-05,
d07p19dia,110,110,1,0.0130346,0.0130346,0,
d07p20,111,118,8,0.0767576,0.00984933,0.00044322,
d07p20dia,113,113,1,0.0159018,0.0159018,0,
d07p21,116,123,8,0.02082,0.00218505,9.83271e-05,
d07p21dia,123,123,1,0.0129369,0.0129369,0,
d07p22,120,128,9,0.0394478,0.00533641,0.000240138,
d07p22dia,132,132,1,0.0527959,0.0527959,0,
d07p23,124,131,8,0.128968,0.00677811,0.000305015,
d07p23dia,128,128,1,0.0198839,0.0198839,0,
d07p24,130,136,7,0.0306852,0.00415151,0.000186818,
d07p24dia,134,134,1,0.0147714,0.0147714,0,
d07p25,144,154,11,0.177185,0.00930492,0.000418721,
d07p25dia,148,148,1,0.0137799,0.0137799,0,
d07p26,148,153,6,0.0262716,0.0035503,0.000159764,
d07p26dia,147,147,1,0.0136198,0.0136198,0,
d07p27,154,155,2,0.00853071,0.00134871,6.06919e-05,
d07p27dia,160,160,1,0.00882813,0.00882813,0,
d07p28,154,161,8,0.0751569,0.0095391,0.00042926,
d07p28dia,160,160,1,0.0173272,0.0173272,0,
d07p29,164,168,5,0.0207105,0.00203575,9.16087e-05,
d07p29dia,168,168,1,0.0175995,0.0175995,0,
d07p30,166,170,5,0.0476813,0.00602173,0.000270978,
d07p30dia,163,163,1,0.0129646,0.0129646,0,
d07p31,173,179,7,0.0167176,0.00157891,7.10512e-05,
d07p31dia,186,186,1,0.0134031,0.0134031,0,
d07p32,175,185,11,0.0907084,0.00493867,0.00022224,
d07p32dia,179,179,1,0.0180173,0.0180173,0,
d07p33,190,192,3,0.0124538,0.00122548,5.51464e-05,
d07p33dia,191,191,1,0.0134372,0.0134372,0,
d07p34,191,200,10,0.0469774,0.00523708,0.000235669,
d07p34dia,199,199,1,0.0279813,0.0279813,0,
d07p35,203,209,7,0.114093,0.00606527,0.000272937,
d07p35dia,203,203,1,0.00881251,0.00881251,0,
d07p36,203,206,4,0.0177331,0.00242582,0.000109162,
d07p36dia,214,214,1,0.0151535,0.0151535,0,
d07p37,210,216,7,0.0302766,0.00485315,0.000218392,
d07p37dia,189,189,1,0.0141591,0.0141591,0,
d07p38,221,225,5,0.0553674,0.00899266,0.000404669,
d07p38dia,222,222,1,0.0139209,0.0139209,0,
d07p39,229,229,1,0.0197709,0.00670226,0.000301602,
d07p39_INC,229,229,1,0.011746,0.000938323,4.22245e-05,
d07p40,155,166,12,0.116832,0.0151386,0.000681235,
d07p40_axonexample,225,225,1,0.0321988,0.0356657,0.00160495,
d07p41,195,201,7,0.0283103,0.00271707,0.000122268,
d07plinn01,39,39,1,0.00659052,0.00134058,6.03263e-05,
d07plinn02,45,45,1,0.00658988,0.00134033,6.03146e-05,
d07plinn03,47,47,1,0.00659052,0.00134058,6.03263e-05,
d07plinn04,53,53,1,0.00659052,0.00134058,6.03263e-05,
d07plinn05,56,56,1,0.00659052,0.00134058,6.03263e-05,
d07plinn06,60,60,1,0.00659052,0.00134058,6.03263e-05,
d07plinn07a,62,62,1,0.00659052,0.00134058,6.03263e-05,
d07plinn07b,62,62,1,0.00659052,0.00134058,6.03263e-05,
d07plinn08,64,64,1,0.00659052,0.00134058,6.03263e-05,
d07plinn09,70,70,1,0.00659052,0.00134058,6.03263e-05,
d07plinn10,72,72,1,0.00659052,0.00134058,6.03263e-05,
d07plinn11,74,74,1,0.00659052,0.00134058,6.03263e-05,
d07plinn12a,76,76,1,0.00659052,0.00134058,6.03263e-05,
d07plinn12b,76,76,1,0.00659052,0.00134058,6.03263e-05,
d07plinn14a,82,82,1,0.00659052,0.00134058,6.03263e-05,
d07plinn14b,82,82,1,0.00659052,0.00134058,6.03263e-05,
d07plinn15a,84,84,1,0.00659052,0.00134058,6.03263e-05,
d07plinn15b,84,84,1,0.00659052,0.00134058,6.03263e-05,
d07plinn16,95,95,1,0.00659296,0.00134153,6.03689e-05,
d07plinn17,100,100,1,0.00659296,0.00134153,6.03689e-05,
d07plinn18,102,102,1,0.00659232,0.00134127,6.03573e-05,
d07plinn19,105,105,1,0.00659296,0.00134153,6.03689e-05,
d07plinn20,111,111,1,0.00659012,0.00134022,6.03101e-05,
d07plinn21,117,117,1,0.00659012,0.00134022,6.03101e-05,
d07plinn22,123,123,1,0.00659012,0.00134022,6.03101e-05,
d07plinn23,124,124,1,0.00653315,0.00131732,5.92794e-05,
d07plinn24,132,132,1,0.00653315,0.00131732,5.92794e-05,
d07plinn25,146,146,1,0.00653315,0.00131732,5.92794e-05,
d07plinn26,148,148,1,0.00653315,0.00131732,5.92794e-05,
d07plinn27,154,154,1,0.00651745,0.00131098,5.89941e-05,
d07plinn28,154,154,1,0.00651745,0.00131098,5.89941e-05,
d07plinn29,164,164,1,0.00651682,0.00131073,5.89827e-05,
d07plinn30,165,165,1,0.00651682,0.00131073,5.89827e-05,
d07plinn31,174,174,1,0.00652755,0.00131492,5.91713e-05,
d07plinn32,179,179,1,0.00652755,0.00131492,5.91713e-05,
d07plinn33,190,190,1,0.0066077,0.00134725,6.06261e-05,
d07plinn34,191,191,1,0.0066077,0.00134725,6.06261e-05,
d07plinn35,202,202,1,0.0066077,0.00134725,6.06261e-05,
d07plinn36,203,203,1,0.0066077,0.00134725,6.06261e-05,
d07plinn37,210,210,1,0.0066077,0.00134725,6.06261e-05,
d07plinn38,221,221,1,0.0066077,0.00134725,6.06261e-05,
d07plinn39,229,229,1,0.00665192,0.00136567,6.14552e-05,
d07plinn40,155,155,1,0.0124959,0.000508819,2.28969e-05,
d07rb01_distance,45,45,1,0.00433361,0.00433361,0,
d07rb01_inc,45,46,8,0.0273294,0.00346076,0.000155734,
d07rb02_inc,45,45,4,0.0144447,0.00193357,8.70107e-05,
d07rb03_inc,46,46,6,0.0204981,0.00259584,0.000116813,
d07rb05_inc,56,57,10,0.0331331,0.00406931,0.000183119,
d07rb12_inc,76,77,6,0.020474,0.00258972,0.000116537,
d07rb15_inc,85,85,6,0.0195862,0.00237001,0.00010665,
d07rb16_inc,94,94,7,0.0237968,0.00299864,0.000134939,
d07rh11,71,72,8,0.035528,0.0058486,0.000263187,
d07rh18,107,107,4,0.0164421,0.00250481,0.000112716,
d07rh21,122,122,5,0.0191577,0.00272042,0.000122419,
d07rn02_inc,47,47,4,0.0212434,0.00418205,0.000188192,
d07rs03_distance,84,84,1,0.00942298,0.00942298,0,
d07rs03_inc,84,84,6,0.0246501,0.00375392,0.000168926,
d07sa22_inc,120,132,8,0.0766782,0.0126021,0.000567097,
d07sas01,148,165,18,0.139086,0.0184276,0.00082924,
d07scale_0.5micron,39,39,1,0.0223965,0.0223965,0,
d07scale_0.5micron rec,39,39,1,0.050211,0.0272466,0.0012261,
d07scale_pos158,158,158,1,0.050211,0.0272466,0.0012261,
d07SER,39,229,781,8.67547,3.19691,0.147237,
d07ser32,175,184,7,0.0556614,0.00758875,0.000341494,
d07ser34,191,196,3,0.0301203,0.00518549,0.000233347,
d07SERp22,123,134,32,0.54306,0.241411,0.0108635,
d07SERp23,124,127,5,0.0781348,0.0289112,0.001301,
d07SERp32,180,184,5,0.127673,0.0599759,0.00269891,
