section,Trace,Comment,Length,Area,
22,4align2,,3.13808,0.135633,
22,4align3,,3.13776,0.135604,
22,4align4,,3.13808,0.135633,
22,4align5,,3.13808,0.135633,
22,4align6,,3.13808,0.135633,
22,4align7,,3.13808,0.135633,
22,4align8,,3.13808,0.135633,
22,4align9,,3.13806,0.135633,
22,d001,,3.03811,0.607442,
22,D001,,0.46754,0.00758512,
22,d001_o04,symmetric candidate,0.0855438,0.000351651,
22,d002,,2.97913,0.58661,
22,D002,,0.3702,0.00475244,
22,d002_o1,symmetric candidate,0.118268,0.000672165,
22,d005,DDH traced 5/10/2019,2.21247,0.327967,
22,d005_c04,,0.500731,0.0182089,
22,d005_c06,,0.514008,0.0150117,
22,d005_cfa04,,0.183245,0,
22,d005_cfa06,,0.183896,0,
22,d005_p04,DDH traced 5/10/2019,1.42526,0.0822851,
22,d005_p06,DDH traced 5/10/2019,0.880111,0.0523064,
22,sym_CAND_1_nonspiny dendrite,,0.942401,0.0649222,
22,TEM FIELD,,35.965,80.6231,
23,2align1,,2.2659,0.0630514,
23,2align2,,2.2659,0.0630514,
23,2align3,,2.2659,0.0630514,
23,2align4,,2.2659,0.0630514,
23,2align5,,2.26589,0.0630499,
23,3align1,,1.54538,0.114763,
23,3align10,,1.5454,0.114767,
23,3align11,,1.5454,0.114767,
23,3align12,,1.5454,0.114767,
23,3align2,,1.54546,0.114776,
23,3align3,,1.54539,0.114766,
23,3align4,,1.54551,0.114784,
23,3align5,,1.54535,0.114759,
23,3align6,,1.54535,0.114759,
23,3align7,,1.54533,0.114757,
23,3align8,,1.54557,0.114792,
23,3align9,,1.54542,0.114769,
23,d001,,3.06827,0.611314,
23,D001,,0.46754,0.00758512,
23,d001_o04,symmetric candidate,0.0855438,0.000351651,
23,d002,,3.02612,0.583014,
23,D002,,0.3704,0.00475552,
23,d002_o1,symmetric candidate,0.118268,0.000672165,
23,d005,DDH traced 5/10/2019,2.18587,0.313183,
23,d005_c06,,0.580122,0.0190556,
23,d005_cfa06,,0.2223,0,
23,d005_p04,DDH traced 5/10/2019,1.28445,0.0511599,
23,d005_p06,DDH traced 5/10/2019,0.905816,0.0529029,
23,mito04,,0.223853,0,
23,sym_CAND_1_nonspiny dendrite,,0.807822,0.0513601,
23,sym_CAND_3,,1.03243,0.0464089,
23,TEM FIELD,,35.965,80.6231,
24,1align1,,0.808964,0.049121,
24,1align2,,0.808978,0.0491227,
24,1align3,,0.808978,0.0491227,
24,1align4,,0.808978,0.0491227,
24,1align5,,0.808978,0.0491227,
24,1align6,,0.808958,0.0491201,
24,1align7,,0.808978,0.0491227,
24,1align8,,0.808978,0.0491227,
24,2align1,,2.25773,0.0626061,
24,2align2,,2.25755,0.0625977,
24,2align3,,2.25773,0.0625981,
24,2align4,,2.25774,0.0626,
24,2align5,,2.25774,0.0625991,
24,d001,,3.04883,0.606283,
24,D001,,0.46736,0.00758941,
24,d001_o04,symmetric candidate,0.0855438,0.000351652,
24,d002,,3.34446,0.603037,
24,D002,,0.3702,0.00475862,
24,d005,DDH traced 5/10/2019,2.19173,0.299097,
24,d005_c06,,0.560236,0.0178402,
24,d005_cfa06,,0.204754,0,
24,d005_p04,DDH traced 5/10/2019,0.534121,0.0174737,
24,d005_p06,DDH traced 5/10/2019,0.919751,0.0445993,
24,d005_scalecube,,0.302,0.00316009,
24,mito04,,0.223853,0,
24,mito05,,0.210524,0,
24,mito09,,0.275776,0,
24,sym_CAND_1_nonspiny dendrite,,0.921609,0.0639219,
24,sym_CAND_3,,1.07959,0.0577779,
24,TEM FIELD,,35.965,80.6231,
25,1align1,,0.805382,0.0486889,
25,1align2,,0.805382,0.0486889,
25,1align3,,0.805382,0.0486889,
25,1align4,,0.805382,0.0486889,
25,1align5,,0.805382,0.0486889,
25,1align6,,0.805362,0.0486864,
25,1align7,,0.805382,0.0486889,
25,1align8,,0.805382,0.0486889,
25,2align1,,2.3827,0.0697154,
25,2align10,,2.38266,0.0697048,
25,2align2,,2.38321,0.0697136,
25,2align3,,2.38269,0.0697378,
25,2align4,,2.38279,0.0697242,
25,2align5,,2.383,0.069718,
25,2align6,,2.38321,0.0697136,
25,2align7,,2.38321,0.0697136,
25,2align8,,2.38281,0.0697356,
25,2align9,,2.38293,0.0697092,
25,d001,,3.09238,0.611909,
25,D001,,0.46756,0.0075933,
25,d001_o04,symmetric candidate,0.0855438,0.000351651,
25,d002,,3.80903,0.600133,
25,D002,,0.3702,0.00475862,
25,d005,DDH traced 5/10/2019,2.03848,0.275908,
25,d005_c06,,0.413261,0.0113768,
25,d005_cfa06,,0.119532,0,
25,d005_o06,,0.0890957,0.000496125,
25,d005_p04,DDH traced 5/10/2019,0.440848,0.0110025,
25,d005_p06,DDH traced 5/10/2019,0.924207,0.0401317,
25,mito04,,0.223853,0,
25,mito05,,0.210524,0,
25,mito06,,0.185458,0,
25,mito09,,0.275776,0,
25,sym_CAND_3,,0.876636,0.0554525,
25,TEM FIELD,,35.965,80.6231,
26,2align1,,2.37494,0.0692843,
26,2align10,,2.37454,0.0692432,
26,2align2,,2.37517,0.0692782,
26,2align3,,2.37495,0.0692625,
26,2align4,,2.37504,0.0692738,
26,2align5,,2.37479,0.0692585,
26,2align6,,2.37517,0.0692782,
26,2align7,,2.37489,0.0692738,
26,2align8,,2.37489,0.0692738,
26,2align9,,2.37473,0.0692476,
26,3align1,,1.63095,0.127826,
26,3align10,,1.63097,0.127828,
26,3align2,,1.63095,0.127826,
26,3align3,,1.63096,0.127827,
26,3align4,,1.63098,0.12783,
26,3align5,,1.63099,0.127832,
26,3align6,,1.63099,0.127832,
26,3align7,,1.63097,0.127828,
26,3align8,,1.63082,0.127804,
26,3align9,,1.63097,0.127828,
26,d001,,3.14143,0.618957,
26,D001,,0.46756,0.00758551,
26,d001_o05,symmetric candidate,0.0991968,0.000472833,
26,d002,,4.22139,0.593337,
26,D002,,0.3702,0.00475862,
26,d002_o2,symmetric candidate,0.118268,0.000672165,
26,d005,DDH traced 5/10/2019,1.87693,0.258963,
26,d005_o06,,0.0890957,0.000496125,
26,d005_p04,DDH traced 5/10/2019,0.212197,0.00329366,
26,d005_p06,DDH traced 5/10/2019,1.25074,0.0477415,
26,mito04,,0.223853,0,
26,mito05,,0.210524,0,
26,mito06,,0.185458,0,
26,mito09,,0.275776,0,
26,TEM FIELD,,35.965,80.6231,
27,3align1,,1.62928,0.127525,
27,3align10,,1.62926,0.127523,
27,3align2,,1.62926,0.127523,
27,3align3,,1.62928,0.127525,
27,3align4,,1.62928,0.127525,
27,3align5,,1.62941,0.127547,
27,3align6,,1.62925,0.12752,
27,3align7,,1.62926,0.127523,
27,3align8,,1.62926,0.127523,
27,3align9,,1.62926,0.127523,
27,4align1,,3.31172,0.151034,
27,4align10,,3.31167,0.151051,
27,4align2,,3.31214,0.151083,
27,4align3,,3.31182,0.151068,
27,4align4,,3.31164,0.151073,
27,4align5,,3.31175,0.151042,
27,4align6,,3.31175,0.151042,
27,4align7,,3.31205,0.151056,
27,4align8,,3.31172,0.151034,
27,4align9,,3.31172,0.151034,
27,d001,,3.20488,0.640612,
27,D001,,0.46756,0.00758551,
27,d001_o06,symmetric candidate,0.0993447,0.000474306,
27,d002,,3.53674,0.433654,
27,D002,,0.37,0.00476169,
27,d002_o2,symmetric candidate,0.118268,0.000672165,
27,d005,DDH traced 5/10/2019,1.82206,0.247704,
27,d005_o06,,0.0890957,0.000496125,
27,d005_p04,DDH traced 5/10/2019,0.136568,0.0012275,
27,d005_p06,DDH traced 5/10/2019,1.11816,0.0463968,
27,mito04,,0.223853,0,
27,mito05,,0.210524,0,
27,mito06,,0.185458,0,
27,mito09,,0.275776,0,
27,TEM FIELD,,35.965,80.6231,
28,4align1,,3.31582,0.151311,
28,4align10,,3.31649,0.151351,
28,4align2,,3.31602,0.151307,
28,4align3,,3.31608,0.15132,
28,4align4,,3.31585,0.151319,
28,4align5,,3.31585,0.151319,
28,4align6,,3.31589,0.151322,
28,4align7,,3.31615,0.151334,
28,4align8,,3.31594,0.151281,
28,4align9,,3.31634,0.151338,
28,5align1,,6.41035,0.271205,
28,5align2,,6.41029,0.271182,
28,5align3,,6.41026,0.27118,
28,5align4,,6.4102,0.271151,
28,5align5,,6.41016,0.27113,
28,5align6,,6.4103,0.271174,
28,5align7,,6.41008,0.271003,
28,5align8,,6.41025,0.271082,
28,5align9,,6.41028,0.271165,
28,d001,,3.22343,0.649482,
28,D001,,0.46756,0.0075933,
28,d001_o06,symmetric candidate,0.0991968,0.000472833,
28,d002,,3.14543,0.481283,
28,D002,,0.37,0.00474936,
28,d002_o2,symmetric candidate,0.118268,0.000672165,
28,d005,DDH traced 5/10/2019,1.7945,0.241796,
28,d005_o06,,0.0890957,0.000496125,
28,d005_p06,DDH traced 5/10/2019,0.498415,0.0165067,
28,d005_p06,DDH traced 5/10/2019,0.52257,0.0113358,
28,d005_p09,,0.27051,0.00342446,
28,mito05,,0.210524,0,
28,mito06,,0.185458,0,
28,mito09,,0.275776,0,
28,sym_CAND_2,5/6/2019kH this is okay,0.973492,0.0567692,
28,TEM FIELD,,35.965,80.6231,
29,5align1,,6.38741,0.269173,
29,5align2,,6.38788,0.269143,
29,5align3,,6.38781,0.269198,
29,5align4,,6.38773,0.269156,
29,5align5,,6.38787,0.269148,
29,5align6,,6.3875,0.269126,
29,5align7,,6.38804,0.269125,
29,5align8,,6.38724,0.26909,
29,5align9,,6.38804,0.269125,
29,6align1,,1.74267,0.189805,
29,6align10,,1.74268,0.189808,
29,6align2,,1.74267,0.189805,
29,6align3,,1.74267,0.189805,
29,6align4,,1.74268,0.189808,
29,6align5,,1.74254,0.189778,
29,6align6,,1.74269,0.189811,
29,6align7,,1.74268,0.189808,
29,6align8,,1.74268,0.189808,
29,6align9,,1.74268,0.189808,
29,d001,,3.17603,0.659152,
29,D001,,0.46756,0.0075933,
29,d002,,3.17714,0.451557,
29,D002,,0.3704,0.00475552,
29,d005,DDH traced 5/10/2019,1.85041,0.245962,
29,d005_c07_sym,KH identified 4/29/19,0.561364,0.0224097,
29,d005_cfa07_sym,KH identified 4/29/19,0.149277,0,
29,d005_o06,,0.0890957,0.000496125,
29,d005_o07_sym,,0.0815318,0.00031944,
29,d005_p06,DDH traced 5/10/2019,0.231222,0.00384212,
29,d005_p06,DDH traced 5/10/2019,0.385677,0.00787074,
29,d005_p09,DDH traced 5/10/2019,0.500829,0.00880268,
29,mito05,,0.210524,0,
29,mito06,,0.185458,0,
29,mito09,,0.275776,0,
29,sym_CAND_2,5/6/2019kH this is okay,1.08981,0.0802289,
29,sym_CAND_6_investigate,KH identified 5/6/2019,1.2916,0.130598,
29,TEM FIELD,,35.965,80.6231,
30,6align1,,1.74445,0.190179,
30,6align10,,1.74455,0.1902,
30,6align2,,1.74444,0.190176,
30,6align3,,1.74445,0.190179,
30,6align4,,1.74445,0.190179,
30,6align5,,1.74445,0.190179,
30,6align6,,1.74444,0.190176,
30,6align7,,1.74441,0.19017,
30,6align8,,1.74455,0.1902,
30,6align9,,1.74455,0.1902,
30,7align1,,1.69991,0.216908,
30,7align10,,1.69987,0.216899,
30,7align2,,1.69994,0.216918,
30,7align3,,1.69995,0.21692,
30,7align4,,1.69995,0.216919,
30,7align5,,1.69995,0.21692,
30,7align6,,1.69992,0.21691,
30,7align7,,1.69984,0.216891,
30,7align8,,1.6999,0.216908,
30,7align9,,1.6999,0.216908,
30,d001,,3.19541,0.692126,
30,D001,,0.46756,0.0075933,
30,d002,,3.09699,0.418846,
30,D002,,0.3702,0.00475862,
30,d005,DDH traced 5/10/2019,1.90337,0.251807,
30,d005_c07_sym,,0.60898,0.0205754,
30,d005_cfa07_sym,KH identified 4/29/19,0.188566,0,
30,d005_o06,,0.0890957,0.000496125,
30,d005_o07_sym,,0.0815318,0.00031944,
30,d005_p06,,0.280288,0.00327428,
30,d005_p08,DDH traced 5/10/2019,0.294771,0.00467183,
30,d005_p09,DDH traced 5/10/2019,1.05843,0.0280665,
30,mito06,,0.185458,0,
30,mito08,,0.282675,0,
30,mito09,,0.275776,0,
30,sym_CAND_2,5/6/2019kH this is okay,1.2049,0.0831157,
30,sym_CAND_4_investigate,KH identified 4/29/19,1.68189,0.224984,
30,sym_CAND_9_investigate,KH identified 5/6/2019 EXCELLENT,1.61429,0.206613,
30,TEM FIELD,,35.965,80.6231,
31,7align1,,1.70025,0.216944,
31,7align10,,1.70025,0.216944,
31,7align2,,1.70028,0.216952,
31,7align3,,1.70026,0.216945,
31,7align4,,1.70025,0.216942,
31,7align5,,1.70027,0.216951,
31,7align6,,1.70028,0.216952,
31,7align7,,1.70019,0.216926,
31,7align8,,1.70048,0.216997,
31,7align9,,1.70025,0.216944,
31,8align1,,3.73947,0.383487,
31,8align10,,3.73959,0.383489,
31,8align2,,3.73956,0.383468,
31,8align3,,3.73956,0.383482,
31,8align4,,3.7396,0.38348,
31,8align5,,3.73961,0.383465,
31,8align6,,3.73952,0.383523,
31,8align7,,3.73948,0.383507,
31,8align8,,3.73971,0.383454,
31,8align9,,3.73956,0.383474,
31,d001,,3.09811,0.668487,
31,D001,,0.46736,0.00758941,
31,d001_o07,symmetric candidate,0.0800024,0.000307562,
31,d002,,3.08989,0.420634,
31,D002,,0.3702,0.00475862,
31,d005,DDH traced 5/10/2019,1.88153,0.243914,
31,d005_c07_sym,,0.689123,0.0255289,
31,d005_cfa07_sym,KH identified 4/29/19,0.197187,0,
31,d005_o07_sym,,0.0815318,0.00031944,
31,d005_p08,DDH traced 5/10/2019,0.66873,0.0218169,
31,d005_p09,DDH traced 5/10/2019,1.22485,0.0463194,
31,d005_p10,DDH traced 5/10/2019,0.446638,0.0102926,
31,mito06,,0.185458,0,
31,mito08,,0.282675,0,
31,sym_CAND_5_investigate,KH identified 5/6/2019,1.61297,0.201358,
31,TEM FIELD,,35.965,80.6231,
32,8align1,,3.7871,0.394899,
32,8align10,,3.78723,0.39489,
32,8align2,,3.78713,0.394925,
32,8align3,,3.78719,0.394901,
32,8align4,,3.78728,0.394884,
32,8align5,,3.78728,0.394884,
32,8align6,,3.78727,0.394901,
32,8align7,,3.78719,0.394899,
32,8align8,,3.7873,0.394905,
32,8align9,,3.78723,0.394899,
32,9align1,,4.22484,0.619756,
32,9align10,,4.22477,0.619814,
32,9align2,,4.22484,0.619763,
32,9align3,,4.22478,0.619752,
32,9align4,,4.22484,0.619774,
32,9align5,,4.22477,0.619747,
32,9align6,,4.22478,0.619749,
32,9align7,,4.22494,0.619773,
32,9align8,,4.22474,0.619773,
32,9align9,,4.22474,0.619738,
32,d001,,3.05012,0.65539,
32,D001,,0.46756,0.00758551,
32,d001_o07,symmetric candidate,0.0800199,0.000307692,
32,d002,,2.70211,0.397829,
32,D002,,0.3704,0.00475552,
32,d005,DDH traced 5/10/2019,1.91864,0.241972,
32,d005_c07_sym,,0.524445,0.0179963,
32,d005_cfa07_sym,KH identified 4/29/19,0.151797,0,
32,d005_o07_sym,,0.0815318,0.00031944,
32,d005_o08,,0.0872572,0.00047586,
32,d005_p08,DDH traced 5/10/2019,0.972666,0.0371368,
32,d005_p09,DDH traced 5/10/2019,1.21594,0.0663424,
32,d005_p10,DDH traced 5/10/2019,0.394853,0.00932124,
32,d005_p10,DDH traced 5/10/2019,0.619161,0.0183716,
32,d005_SER_p09??,,0.208,0.00149991,
32,mito08,,0.282675,0,
32,sym_CAND_7_investigate,KH identified 4/29/19,2.01811,0.305428,
32,TEM FIELD,,35.965,80.6231,
33,10align1,,3.79464,0.387387,
33,10align10,,3.79485,0.387314,
33,10align2,,3.79466,0.387354,
33,10align3,,3.79466,0.387356,
33,10align4,,3.79474,0.387334,
33,10align5,,3.79458,0.387381,
33,10align6,,3.7946,0.387382,
33,10align7,,3.79456,0.387404,
33,10align8,,3.79471,0.387331,
33,10align9,,3.79478,0.387341,
33,9align1,,4.31652,0.646678,
33,9align10,,4.31664,0.646773,
33,9align2,,4.31654,0.646733,
33,9align3,,4.31658,0.646667,
33,9align4,,4.31654,0.646682,
33,9align5,,4.31654,0.64666,
33,9align6,,4.31656,0.646744,
33,9align7,,4.31652,0.646678,
33,9align8,,4.31652,0.646678,
33,9align9,,4.31652,0.646751,
33,d001,,2.97125,0.616424,
33,D001,,0.46756,0.00758551,
33,d001_o08,symmetric candidate,0.111127,0.00059346,
33,d002,,2.72627,0.41678,
33,D002,,0.3702,0.00475244,
33,d005,DDH traced 5/10/2019,1.92178,0.249011,
33,d005_c07_sym,,0.57047,0.0213816,
33,d005_c09,,0.437513,0.0133004,
33,d005_cfa07_sym,KH identified 4/29/19,0.190542,0,
33,d005_cfa09,,0.146903,0,
33,d005_o07_sym,,0.0815318,0.00031944,
33,d005_o08,,0.0872572,0.00047586,
33,d005_p08,DDH traced 5/10/2019,1.35133,0.0596707,
33,d005_p09,DDH traced 5/10/2019,1.31347,0.0739761,
33,d005_p10,DDH traced 5/10/2019,1.93048,0.0562498,
33,d005_SER_p09??,,0.208,0.00150684,
33,mito08,,0.282675,0,
33,TEM FIELD,,35.965,80.6231,
34,10align1,,4.07904,0.451863,
34,10align10,,4.07918,0.451904,
34,10align2,,4.07909,0.451911,
34,10align3,,4.07919,0.451897,
34,10align4,,4.07914,0.451914,
34,10align5,,4.07914,0.451914,
34,10align6,,4.07912,0.451889,
34,10align7,,4.07918,0.451904,
34,10align8,,4.0792,0.451873,
34,10align9,,4.07934,0.451884,
34,1align1,,0.849937,0.0542262,
34,1align10,,0.849981,0.0542309,
34,1align2,,0.850013,0.0542353,
34,1align3,,0.84997,0.0542293,
34,1align4,,0.849982,0.0542308,
34,1align5,,0.849951,0.0542266,
34,1align6,,0.849943,0.0542256,
34,1align7,,0.849986,0.0542315,
34,1align8,,0.849986,0.0542315,
34,1align9,,0.849986,0.0542315,
34,d001,,2.88108,0.565424,
34,D001,,0.46754,0.00758512,
34,d001_o08,symmetric candidate,0.111127,0.00059346,
34,d001_o09,symmetric candidate,0.111127,0.00059346,
34,d002,,2.72776,0.426156,
34,D002,,0.37,0.00476169,
34,d005,DDH traced 5/10/2019,2.02428,0.266073,
34,d005_c07_sym,,0.305823,0.0071435,
34,d005_c09,,0.757729,0.0317091,
34,d005_cfa07_sym,KH identified 4/29/19,0.087515,0,
34,d005_cfa09,,0.307597,0,
34,d005_o07_sym,,0.0815318,0.00031944,
34,d005_o08,,0.0872572,0.00047586,
34,d005_o09,,0.0816799,0.00032065,
34,d005_p08,DDH traced 5/10/2019,2.22916,0.0986755,
34,d005_p09,DDH traced 5/10/2019,1.44003,0.0828777,
34,d005_p10,DDH traced 5/10/2019,1.88483,0.0471785,
34,d005_SER_p09??,,0.208,0.00150684,
34,mito07,,0.277188,0,
34,mito08,,0.282675,0,
34,TEM FIELD,,35.965,80.6231,
35,1align1,,0.953761,0.0677559,
35,1align10,,0.953384,0.0677009,
35,1align2,,0.95364,0.067735,
35,1align3,,0.953583,0.0677295,
35,1align4,,0.953583,0.0677295,
35,1align5,,0.953504,0.0677163,
35,1align6,,0.953618,0.067735,
35,1align7,,0.953384,0.0677009,
35,1align8,,0.953384,0.0677009,
35,1align9,,0.953623,0.0677339,
35,2align1,,2.38239,0.0697259,
35,2align10,,2.38306,0.0697243,
35,2align2,,2.38302,0.0697329,
35,2align3,,2.38275,0.0697246,
35,2align4,,2.38268,0.0697232,
35,2align5,,2.38254,0.069721,
35,2align6,,2.38283,0.0697319,
35,2align7,,2.38294,0.0697321,
35,2align8,,2.38232,0.0697242,
35,2align9,,2.38232,0.0697242,
35,d001,,2.73022,0.511139,
35,D001,,0.46756,0.0075933,
35,d001_o09,symmetric candidate,0.11111,0.00059328,
35,D002,,0.3702,0.00475862,
35,d005,DDH traced 5/10/2019,2.13406,0.268446,
35,d005_c08,,0.551095,0.0191577,
35,d005_c09,,0.747349,0.0319495,
35,d005_c12,,0.501822,0.017639,
35,d005_cfa08,KH identified 4/29/19,0.195281,0,
35,d005_cfa09,,0.307756,0,
35,d005_o08,,0.0872572,0.00047586,
35,d005_o09,,0.0816799,0.00032065,
35,d005_o10_filo,,0.0872572,0.00047586,
35,d005_o10_filo_php,,0.315136,0.00777151,
35,d005_o11,,0.0815318,0.00031944,
35,d005_p08,DDH traced 5/10/2019,2.22753,0.0931912,
35,d005_p09,DDH traced 5/10/2019,1.93668,0.108979,
35,d005_p10,DDH traced 5/10/2019,1.80204,0.0364462,
35,d005_p11,,0.319498,0.0043659,
35,d005_SER_p09??,,0.208,0.00150338,
35,mito07,,0.277188,0,
35,mito08,,0.282675,0,
35,TEM FIELD,,35.965,80.6231,
36,2align1,,2.43235,0.0717036,
36,2align10,,2.43185,0.0717172,
36,2align2,,2.43232,0.0717054,
36,2align3,,2.43208,0.0717095,
36,2align4,,2.4323,0.0717031,
36,2align5,,2.43184,0.0716963,
36,2align6,,2.43202,0.0717009,
36,2align7,,2.43213,0.07169,
36,2align8,,2.43173,0.0717081,
36,2align9,,2.43195,0.0717126,
36,3align1,,1.62258,0.126565,
36,3align10,,1.62266,0.126578,
36,3align11,,1.62259,0.126567,
36,3align12,,1.62259,0.126567,
36,3align13,,1.62258,0.126565,
36,3align2,,1.62233,0.126527,
36,3align3,,1.62255,0.126561,
36,3align4,,1.62256,0.126561,
36,3align5,,1.62255,0.126561,
36,3align6,,1.62258,0.126566,
36,3align7,,1.62264,0.126574,
36,3align8,,1.62258,0.126566,
36,3align9,,1.62266,0.126578,
36,d001,,2.71375,0.476263,
36,D001,,0.465226,0.00751774,
36,D002,,0.368566,0.00470844,
36,d005,DDH traced 5/10/2019,2.12784,0.248001,
36,d005,DDH traced 5/10/2019,0,0,
36,d005_c08,,0.386396,0.0102175,
36,d005_c09,,0.768552,0.0326877,
36,d005_c12,,0.700298,0.0376513,
36,d005_cfa08,,0.135238,0,
36,d005_cfa09,,0.324758,0,
36,d005_cfa12,,0.500215,0.0174644,
36,d005_o08,,0.0868249,0.000471149,
36,d005_o09,,0.08126,0.000317475,
36,d005_o10_filo,,0.0868249,0.000471149,
36,d005_o11,,0.0811116,0.000316277,
36,d005_p08,DDH traced 5/10/2019,0.279122,0.00341713,
36,d005_p08,DDH traced 5/10/2019,1.541,0.0498375,
36,d005_p09,DDH traced 5/10/2019,1.92326,0.118375,
36,d005_p10,,0.586607,0.00782393,
36,d005_p11,DDH traced 5/10/2019,0.725363,0.0206692,
36,d005_p12,KH identified 4/29/19,0.644622,0.0289925,
36,d005_SER_p09??,,0.20697,0.00148506,
36,mito07,,0.274571,0,
36,TEM FIELD,,35.7777,79.8249,
37,3align1,,1.59728,0.121726,
37,3align10,,1.59728,0.121726,
37,3align11,,1.59729,0.121726,
37,3align12,,1.59727,0.121724,
37,3align13,,1.59729,0.121726,
37,3align2,,1.59728,0.121726,
37,3align3,,1.5973,0.121728,
37,3align4,,1.5973,0.121728,
37,3align5,,1.5973,0.121728,
37,3align6,,1.59729,0.121726,
37,3align7,,1.5973,0.121728,
37,3align8,,1.59729,0.121726,
37,3align9,,1.59729,0.121726,
37,4align1,,3.31206,0.151056,
37,4align10,,3.31215,0.151092,
37,4align11,,3.31158,0.151061,
37,4align2,,3.31198,0.151061,
37,4align3,,3.31206,0.151094,
37,4align4,,3.31179,0.151063,
37,4align5,,3.31185,0.151071,
37,4align6,,3.31162,0.151068,
37,4align7,,3.31163,0.15107,
37,4align8,,3.31211,0.151093,
37,4align9,,3.31207,0.151085,
37,d001,,2.685,0.454636,
37,D001,,0.46734,0.00758902,
37,D002,,0.3702,0.00475244,
37,d005,DDH traced 5/10/2019,2.09687,0.249933,
37,d005_c09,,0.786848,0.0371105,
37,d005_c12,,0.798023,0.0472319,
37,d005_cfa09,,0.32461,0,
37,d005_cfa12,,0.209248,0,
37,d005_cfa12,KH identified 4/29/19,0.534842,0.016354,
37,d005_o09,,0.0816799,0.00032065,
37,d005_o10_filo,,0.0872572,0.00047586,
37,d005_o11,,0.0815318,0.00031944,
37,d005_p08,,0.403189,0.00913123,
37,d005_p09,DDH traced 5/10/2019,1.94286,0.13483,
37,d005_p11,DDH traced 5/10/2019,1.56735,0.0615294,
37,d005_p12,KH identified 4/29/19,1.06206,0.0741203,
37,d005_SER_p09??,,0.208,0.00150338,
37,mito07,,0.277188,0,
37,TEM FIELD,,35.965,80.6231,
38,4align1,,3.25221,0.143906,
38,4align10,,3.25182,0.143852,
38,4align11,,3.25206,0.143902,
38,4align2,,3.25221,0.143906,
38,4align3,,3.25172,0.143881,
38,4align4,,3.25174,0.143894,
38,4align5,,3.25189,0.143882,
38,4align6,,3.25181,0.143889,
38,4align7,,3.25175,0.143889,
38,4align8,,3.25227,0.143916,
38,4align9,,3.25182,0.143852,
38,5align1,,6.41023,0.27115,
38,5align10,,6.4102,0.27113,
38,5align2,,6.41019,0.271121,
38,5align3,,6.4102,0.271143,
38,5align4,,6.41022,0.271151,
38,5align5,,6.41029,0.271188,
38,5align6,,6.41023,0.271179,
38,5align7,,6.41026,0.271163,
38,5align8,,6.41021,0.271223,
38,5align9,,6.41009,0.271158,
38,d001,,2.43802,0.415305,
38,D001,,0.46736,0.00758941,
38,d001_o10,symmetric candidate,0.0777556,0.000290556,
38,D002,,0.3702,0.00475862,
38,d005,DDH traced 5/10/2019,2.02941,0.234864,
38,d005_c09,,0.633716,0.0272388,
38,d005_c12,,0.423024,0.0133792,
38,d005_cfa09,,0.228657,0,
38,d005_cfa12,,0.126279,0,
38,d005_o09,,0.0816799,0.00032065,
38,d005_o11,,0.0815318,0.00031944,
38,d005_p09,DDH traced 5/10/2019,1.74088,0.131417,
38,d005_p11,DDH traced 5/10/2019,1.68122,0.0663109,
38,d005_p12,,1.60379,0.103588,
38,mito07,,0.277188,0,
38,TEM FIELD,,35.965,80.6231,
39,5align1,,6.25485,0.258342,
39,5align10,,6.25477,0.258309,
39,5align2,,6.25494,0.258287,
39,5align3,,6.25466,0.258324,
39,5align4,,6.25464,0.258316,
39,5align5,,6.25441,0.258277,
39,5align6,,6.25461,0.258376,
39,5align7,,6.25494,0.258287,
39,5align8,,6.25494,0.258287,
39,5align9,,6.25458,0.258376,
39,6align1,,1.74274,0.18982,
39,6align10,,1.74259,0.18979,
39,6align2,,1.74262,0.189796,
39,6align3,,1.74262,0.189796,
39,6align4,,1.74266,0.189805,
39,6align5,,1.74262,0.189796,
39,6align6,,1.74264,0.189799,
39,6align7,,1.74276,0.189827,
39,6align8,,1.74259,0.18979,
39,6align9,,1.74259,0.18979,
39,d001,,2.36656,0.393378,
39,D001,,0.46736,0.00758941,
39,D002,,0.3702,0.00475244,
39,d005,DDH traced 5/10/2019,2.01156,0.23665,
39,d005_c12,,0.357024,0.00913593,
39,d005_cfa12,,0.113685,0,
39,d005_o11,,0.0815318,0.00031944,
39,d005_p09,DDH traced 5/10/2019,1.46043,0.0880343,
39,d005_p11,DDH traced 5/10/2019,2.03612,0.0777424,
39,d005_p12,DDH traced 5/10/2019,1.40497,0.0970138,
39,mito07,,0.277188,0,
39,TEM FIELD,,35.965,80.6231,
40,6align1,,1.69611,0.179416,
40,6align10,,1.69611,0.179416,
40,6align2,,1.69615,0.179424,
40,6align3,,1.69615,0.179424,
40,6align4,,1.6962,0.179433,
40,6align5,,1.69616,0.179424,
40,6align6,,1.69614,0.179421,
40,6align7,,1.69616,0.179424,
40,6align8,,1.69611,0.179416,
40,6align9,,1.69624,0.179445,
40,7align1,,1.6999,0.216905,
40,7align10,,1.69989,0.216904,
40,7align2,,1.69998,0.216929,
40,7align3,,1.69995,0.21692,
40,7align4,,1.69997,0.216925,
40,7align5,,1.69998,0.216928,
40,7align6,,1.69988,0.216902,
40,7align7,,1.69995,0.216922,
40,7align8,,1.69992,0.216913,
40,7align9,,1.69998,0.21693,
40,d001,,2.26446,0.362416,
40,D001,,0.46756,0.00758551,
