sec,x,y
64.0,6.46201,-0.0562134
65.0,6.48045,-0.060072
66.0,6.50134,-0.0594736
67.0,6.52093,-0.0548067
68.0,6.5405,-0.046822
69.0,6.56582,-0.0428106
70.0,6.59331,-0.0345278
71.0,6.62816,-0.0275676
72.0,6.66066,-0.0218375
73.0,6.69996,-0.0234685
74.0,6.72823,-0.0168836
75.0,6.75092,-0.0117211
76.0,6.76952,-0.00326905
77.0,6.78979,-0.00091875
78.0,6.81137,-0.0007075
79.0,6.82967,0.00623225
80.0,6.84679,0.0076624
81.0,6.85686,0.00562385
82.0,6.86608,0.0058317
83.0,6.87292,0.00758585
84.0,6.88052,0.00429885
85.0,6.88841,0.00384325
86.0,6.89961,-0.0030486
87.0,6.91031,-0.00567935
88.0,6.92293,-0.00778155
89.0,6.93123,-0.0122478
90.0,6.93786,-0.018758
91.0,6.94083,-0.0204631
92.0,6.94641,-0.0196301
93.0,7.02933,0.0094663
94.0,7.03389,0.0163674
95.0,7.04283,0.0205575
96.0,7.05394,0.0226504
97.0,7.06553,0.0200106
98.0,7.077,0.0151412
99.0,7.08857,0.0118457
100.0,7.10118,0.0139266
101.0,7.12097,0.0153533
102.0,7.13815,0.0127034
103.0,7.07855,-0.0118478
104.0,7.09905,-0.0135837
105.0,7.11705,-0.0122773
106.0,7.13356,-0.0091851
107.0,7.1527,-0.00257895
108.0,7.17099,0.0010964
109.0,7.19566,0.00307005
110.0,7.22473,0.001624
111.0,7.24754,0.00093485
112.0,7.26735,0.0065842
113.0,7.28163,0.0142981
114.0,7.29133,0.0308021
115.0,7.30085,0.0409316
116.0,7.30646,0.0457298
117.0,7.30639,0.0488495
118.0,7.30664,0.0551461
119.0,7.30297,0.0576326
120.0,7.29349,0.062641
121.0,7.28771,0.0667233
122.0,7.28679,0.0632716
123.0,7.2938,0.052389
124.0,7.30909,0.0346801
125.0,7.32501,0.0207046
126.0,7.34923,0.00984095
127.0,7.37023,-0.00124195
128.0,7.3915,-0.0120104
129.0,7.41644,-0.0218754
130.0,7.44341,-0.0339763
131.0,7.46847,-0.0441226
132.0,7.48882,-0.0554182
133.0,7.50536,-0.0742636
134.0,7.51441,-0.0853444
135.0,7.52367,-0.0966174
136.0,7.52784,-0.101193
137.0,7.53655,-0.108703
138.0,7.54269,-0.112531
139.0,7.54913,-0.118639
140.0,7.55601,-0.120612
141.0,7.56302,-0.129932
142.0,7.57312,-0.129943
143.0,7.58713,-0.126657
144.0,7.60232,-0.127241
145.0,7.61241,-0.124837
146.0,7.61578,-0.1368
147.0,7.62148,-0.147244
148.0,7.62882,-0.162436
149.0,7.62951,-0.174933
150.0,7.62757,-0.189993
151.0,7.62648,-0.197775
152.0,7.62349,-0.212194
153.0,7.61633,-0.220691
154.0,7.61017,-0.226387
155.0,7.60865,-0.232175
156.0,7.60566,-0.230868
157.0,7.60007,-0.223558
158.0,7.58949,-0.216035
159.0,7.57966,-0.203806
160.0,7.57092,-0.192931
161.0,7.56071,-0.187867
162.0,7.54957,-0.183184
163.0,7.53531,-0.18009
164.0,7.51755,-0.182283
165.0,7.49527,-0.189765
166.0,7.48154,-0.196709
167.0,7.47105,-0.208475
168.0,7.46491,-0.218798
169.0,7.45656,-0.234951
170.0,7.4459,-0.248581
171.0,7.43921,-0.254747
172.0,7.43417,-0.256399
173.0,7.43154,-0.258886
174.0,7.4276,-0.263551
175.0,7.42595,-0.26411
176.0,7.42446,-0.263354
177.0,7.42022,-0.258717
178.0,7.41445,-0.254427
179.0,7.41235,-0.246983
180.0,7.41179,-0.241532
181.0,7.40836,-0.238372
182.0,7.40521,-0.238845
183.0,7.40036,-0.239105
184.0,7.39954,-0.238367
185.0,7.40047,-0.241682
186.0,7.3997,-0.247864
187.0,7.39776,-0.254246
188.0,7.40038,-0.259246
189.0,7.40313,-0.262011
190.0,7.40673,-0.263103
191.0,7.40908,-0.264015
192.0,7.41116,-0.263244
193.0,7.41401,-0.259835
194.0,7.41877,-0.251079
195.0,7.42217,-0.237187
196.0,7.42507,-0.222422
197.0,7.42991,-0.210619
198.0,7.43164,-0.200907
199.0,7.43304,-0.193234
200.0,7.43445,-0.18694
201.0,7.43717,-0.181265
202.0,7.43891,-0.176518
