Z-Trace,Note,Start,End,Length,
d01_Z smooth10_analyzed_length,,5,201,10.7544,
d01_Z smooth10_full_length,,1,202,11.0013,
d01_Z_full_length,,1,202,13.5987,
d01zlenDOWN1,,5,202,10.6894,
d01zlenDOWN2,,5,202,10.6817,
d01zlenUP1,,5,202,10.7123,
d01zlenUP2,,5,202,10.6983,
