sec,x,y
1.0,51.8904,27.4588
2.0,51.904,27.4596
3.0,51.9186,27.459
4.0,51.9366,27.4574
5.0,51.9558,27.4557
6.0,51.9758,27.4541
7.0,51.9984,27.4548
8.0,52.0198,27.4561
9.0,52.0385,27.4571
10.0,52.0593,27.4605
11.0,52.0871,27.4628
12.0,52.107,27.4652
13.0,52.1274,27.4675
14.0,52.1455,27.4712
15.0,52.1627,27.473
16.0,52.1795,27.4747
17.0,52.1971,27.4737
18.0,52.2164,27.4715
19.0,52.2379,27.4658
20.0,52.2569,27.4563
21.0,52.272,27.4421
22.0,52.2857,27.4318
23.0,52.2971,27.4251
24.0,52.3076,27.4219
25.0,52.3188,27.4217
26.0,52.3308,27.4237
27.0,52.341,27.4281
28.0,52.3515,27.4329
29.0,52.359,27.4386
30.0,52.3666,27.4473
31.0,52.3743,27.462
32.0,52.3823,27.4707
33.0,52.3917,27.4751
34.0,52.4036,27.4751
35.0,52.4157,27.4713
36.0,52.4272,27.4608
37.0,52.4384,27.4488
38.0,52.4487,27.4364
39.0,52.4605,27.4223
40.0,52.4706,27.4083
41.0,52.4804,27.3918
42.0,52.4907,27.3748
43.0,52.5042,27.3599
44.0,52.5173,27.3447
45.0,52.535,27.3306
46.0,52.5528,27.3199
47.0,52.5669,27.3093
48.0,52.5809,27.2994
49.0,52.5922,27.2904
50.0,52.6003,27.283
51.0,52.6088,27.2769
52.0,52.6148,27.2761
53.0,52.6174,27.2768
54.0,52.6178,27.2795
55.0,52.6114,27.2818
56.0,52.6023,27.2844
57.0,52.5958,27.2859
58.0,52.5892,27.2848
59.0,52.5866,27.2818
60.0,52.5833,27.2711
61.0,52.5851,27.2603
62.0,52.5885,27.2492
63.0,52.593,27.2379
64.0,52.5995,27.226
65.0,52.6095,27.2147
66.0,52.6226,27.203
67.0,52.6344,27.1868
68.0,52.6449,27.1701
69.0,52.6511,27.1566
70.0,52.6603,27.1437
71.0,52.6624,27.1293
72.0,52.664,27.1128
73.0,52.6635,27.093
74.0,52.6611,27.0714
75.0,52.656,27.051
76.0,52.6509,27.0326
77.0,52.6456,27.0174
78.0,52.6441,27.0054
79.0,52.6459,26.9936
80.0,52.6529,26.9863
81.0,52.6615,26.9821
82.0,52.6702,26.9787
83.0,52.6803,26.9779
84.0,52.6878,26.9767
85.0,52.6951,26.9743
86.0,52.7016,26.9696
87.0,52.7108,26.9651
88.0,52.7163,26.961
89.0,52.7201,26.9555
90.0,52.725,26.9492
91.0,52.728,26.9405
92.0,52.7282,26.9296
93.0,52.7262,26.9183
94.0,52.7306,26.9081
95.0,52.7366,26.8979
96.0,52.741,26.885
97.0,52.7434,26.8725
98.0,52.7471,26.8593
99.0,52.752,26.8468
100.0,52.7527,26.8342
101.0,52.753,26.8201
102.0,52.7576,26.8072
103.0,52.7648,26.7925
104.0,52.7659,26.7751
105.0,52.763,26.7583
106.0,52.7592,26.7452
107.0,52.7548,26.7327
108.0,52.7494,26.7203
109.0,52.742,26.7079
110.0,52.7338,26.695
111.0,52.7293,26.6859
112.0,52.7207,26.6776
113.0,52.7134,26.6667
114.0,52.7057,26.6585
115.0,52.7027,26.6486
116.0,52.6987,26.6383
117.0,52.6939,26.6278
118.0,52.6951,26.6167
119.0,52.6975,26.6044
120.0,52.7011,26.5934
121.0,52.7041,26.5796
122.0,52.7073,26.5667
123.0,52.7057,26.558
124.0,52.7038,26.5483
125.0,52.6994,26.5383
126.0,52.6987,26.5325
127.0,52.6959,26.528
128.0,52.6875,26.5231
129.0,52.6754,26.5207
130.0,52.6642,26.5127
131.0,52.6494,26.5046
132.0,52.6392,26.492
133.0,52.6333,26.4816
134.0,52.6282,26.4736
135.0,52.623,26.468
136.0,52.6168,26.4584
137.0,52.6167,26.4491
138.0,52.6178,26.4405
139.0,52.6217,26.4305
140.0,52.624,26.4238
141.0,52.6279,26.4154
142.0,52.6284,26.4078
143.0,52.628,26.3959
144.0,52.6296,26.3836
145.0,52.6323,26.3687
146.0,52.6354,26.3512
147.0,52.6377,26.33
148.0,52.6399,26.3071
149.0,52.6426,26.2851
150.0,52.6447,26.2654
151.0,52.647,26.2488
152.0,52.6498,26.2353
