Object,Start,End,Count,Surface area,Flat area,Volume,
d046_c31b,154,155,2,0.0657856,0.0605474,0.00314847,
d046_c32,157,160,4,0.104258,0.0778532,0.00404837,
d046_c33,155,158,4,0.123937,0.106807,0.00555394,
d046_c34,153,156,4,0.139517,0.135135,0.007027,
d046_c35,152,153,2,0.0548786,0.042325,0.0022009,
d046_c36,1,3,4,0.155713,0.168024,0.00873725,
d046_c37,9,11,3,0.0690327,0.0440749,0.00229189,
d046_cfa01_inc,1,1,1,0.0101789,0.0101789,0,
d046_cfa02,13,16,4,0.0486554,0.0486554,0,
d046_cfa03,23,25,3,0.0253473,0.0253473,0,
d046_cfa03b,22,24,3,0.0325527,0.0325527,0,
d046_cfa04,17,28,18,0.281853,0.281853,0,
d046_cfa05,6,8,3,0.0311642,0.0311642,0,
d046_cfa06,15,17,3,0.0395733,0.0284087,0.000615822,
d046_cfa07,14,15,2,0.0530857,0.0397455,0.00118433,
d046_cfa08,33,38,6,0.0977605,0.0977605,0,
d046_cfa09,39,40,2,0.0172844,0.0172844,0,
d046_cfa10,31,38,11,0.189771,0.189771,0,
d046_cfa11,39,41,3,0.0225596,0.0225596,0,
d046_cfa12a,47,48,2,0.0259094,0.014778,0.000430787,
d046_cfa12b,35,36,2,0.0127901,0.0127901,0,
d046_cfa13,57,59,4,0.0317343,0.0317343,0,
d046_cfa14,64,67,4,0.0279055,0.0279055,0,
d046_cfa15_inc,64,69,7,0.151896,0.151896,0,
d046_cfa16_shaft_symmetric,75,80,6,0.102444,0.102444,0,
d046_cfa17,79,92,18,0.332657,0.323939,0.001448,
d046_cfa18,95,97,3,0.0307088,0.0307088,0,
d046_cfa19a,96,99,4,0.041372,0.041372,0,
d046_cfa19b,103,104,2,0.0154608,0.0154608,0,
d046_cfa20,88,90,3,0.0654883,0.0476503,0.00166625,
d046_cfa21,100,105,6,0.0518656,0.0518656,0,
d046_cfa22,117,118,2,0.0274592,0.0166347,0.000604158,
d046_cfa23,91,95,7,0.399022,0.363231,0.00646629,
d046_cfa24,118,120,3,0.0555663,0.044787,0.00114912,
d046_cfa25,126,128,3,0.0291215,0.0291215,0,
d046_cfa26,129,132,4,0.0561131,0.0561131,0,
d046_cfa27,120,123,4,0.0491125,0.0491125,0,
d046_cfa28,133,136,4,0.0330914,0.0330914,0,
d046_cfa29,135,137,3,0.0384726,0.0384726,0,
d046_cfa30,143,146,4,0.0394811,0.0394811,0,
d046_cfa31a,138,140,3,0.026073,0.026073,0,
d046_cfa31b,154,155,2,0.0403816,0.0296757,0.0010509,
d046_cfa32,157,160,4,0.033221,0.033221,0,
d046_cfa33,155,158,4,0.0401728,0.0401728,0,
d046_cfa34,153,156,4,0.0472097,0.0472097,0,
d046_cfa35,153,153,1,0.0299299,0.0249339,0.00129656,
d046_cfa36_inc,1,3,4,0.0562731,0.0562731,0,
d046_cfa37,9,11,3,0.0222272,0.0222272,0,
d046_checked,1,163,161,0.978,0.0321822,0.00167347,
d046_MT_1,73,73,17,0.0516584,0.00362831,0.000188672,
d046_MT_2,152,152,15,0.0439287,0.00297356,0.000154625,
d046_MT_3_notverygood,161,161,17,0.0674119,0.00617869,0.000321292,
d046_o01_branched_incomplete,2,6,5,0.0184054,0.00120397,6.26063e-05,
d046_o02,7,13,7,0.0353871,0.00317927,0.000165322,
d046_o03_multi,18,21,4,0.0159296,0.00112741,5.86252e-05,
d046_o04,19,23,5,0.0199157,0.00140976,7.33073e-05,
d046_o05,22,25,4,0.0218801,0.00212693,0.000110601,
d046_o06,23,24,2,0.0109473,0.00106494,5.5377e-05,
d046_o07,26,30,5,0.0191593,0.00132195,6.87413e-05,
d046_o08,33,34,2,0.0166705,0.0024694,0.000128409,
d046_o09,33,35,3,0.0132861,0.00104576,5.43797e-05,
d046_o10,36,41,6,0.0311553,0.00287489,0.000149494,
d046_o11,38,41,4,0.0207887,0.00192016,9.98484e-05,
d046_o12_branched,42,49,8,0.0415467,0.00383439,0.000199388,
d046_o13,53,55,3,0.013273,0.00104367,5.4271e-05,
d046_o14,51,57,7,0.0309421,0.00243061,0.000126392,
d046_o15_incomplete,66,69,4,0.0272005,0.00328721,0.000170935,
d046_o16_shaft_symmetric,75,80,6,0.0238621,0.00168663,8.77047e-05,
d046_o17,77,81,5,0.0207679,0.00153298,7.9715e-05,
d046_o18,88,91,4,0.0190543,0.00161313,8.38829e-05,
d046_o19_branched,94,96,3,0.0120004,0.000853074,4.43598e-05,
d046_o20,96,101,6,0.0240085,0.00170729,8.87791e-05,
d046_o21,99,104,6,0.0240008,0.00170615,8.87197e-05,
d046_o22,108,112,5,0.0302344,0.00324912,0.000168954,
d046_o23,111,113,3,0.0160446,0.00152497,7.92986e-05,
d046_o24,113,115,3,0.0160428,0.00152464,7.92813e-05,
d046_o25,117,119,3,0.0160437,0.00152481,7.929e-05,
d046_o26,122,125,4,0.0213892,0.00203263,0.000105697,
d046_o27,125,130,6,0.0319837,0.00303,0.00015756,
d046_o28,128,130,3,0.0159923,0.00151508,7.87843e-05,
d046_o29,129,132,4,0.0213083,0.00201718,0.000104893,
d046_o30,132,135,4,0.0213093,0.00201734,0.000104902,
d046_o31_branched,143,145,3,0.0158265,0.00148374,7.71544e-05,
d046_o32,147,152,6,0.0225805,0.00151014,7.85273e-05,
d046_o33,152,155,4,0.0154665,0.00106279,5.52651e-05,
d046_o34,155,158,4,0.0155201,0.00107023,5.56518e-05,
d046_o35,159,163,5,0.0227286,0.00184725,9.6057e-05,
d046_o36_incomplete,1,3,3,0.013754,0.00112048,5.82648e-05,
d046_o37,23,26,4,0.0131498,0.00076834,3.99537e-05,
d046_p01_branched_incomplete,1,6,11,0.54518,0.599919,0.0311958,
d046_p02,7,16,10,0.428787,0.456791,0.0237531,
d046_p03,19,27,12,0.633404,0.72552,0.037727,
d046_p04,13,30,19,2.15561,3.74566,0.194774,
d046_p05,5,25,21,0.77265,0.662948,0.0344733,
d046_p06,15,24,10,0.632609,0.718246,0.0373488,
d046_p07,14,30,21,0.740025,0.669167,0.0347967,
d046_p08,31,41,12,0.876208,0.924465,0.0480722,
d046_p09,33,41,9,0.426953,0.418266,0.0217499,
d046_p10,30,41,12,1.40326,2.26698,0.117883,
d046_p11,37,42,8,0.477593,0.440535,0.0229078,
d046_p12_branched,35,52,23,0.948232,0.904471,0.0470325,
d046_p13,53,64,12,0.61931,0.641174,0.033341,
d046_p14,51,67,17,0.954866,1.14691,0.0596393,
d046_p15_incomplete,62,72,11,1.51006,2.76896,0.143986,
d046_p17,77,94,19,1.84429,2.96506,0.154183,
d046_p18,88,99,12,0.518337,0.561343,0.0291898,
d046_p19_branched,94,105,21,1.21311,1.38041,0.0717812,
d046_p20,83,101,20,1.13716,1.34182,0.0697748,
d046_p21,98,106,10,0.426434,0.424315,0.0220644,
d046_p22,108,118,13,0.423912,0.329305,0.0171238,
d046_p23,87,113,35,2.64175,4.50449,0.234234,
d046_p24,113,120,9,0.424794,0.507614,0.0263959,
d046_p25,116,128,14,0.76507,0.82731,0.0430201,
d046_p26,122,132,11,0.600563,0.765387,0.0398001,
d046_p27,116,130,16,0.783565,0.902401,0.0469249,
d046_p28,128,137,11,0.475248,0.467716,0.0243212,
d046_p29,129,139,14,0.846776,0.971009,0.0504925,
d046_p30,132,147,17,0.823403,0.839264,0.0436418,
d046_p31,137,155,18,0.993019,1.24232,0.0646004,
d046_p31_branched,143,145,3,0.305601,0.42335,0.0220142,
d046_p32,147,162,16,0.703528,0.711664,0.0370065,
d046_p33,152,162,13,0.860611,1.01134,0.0525895,
d046_p34,151,157,7,0.408043,0.467494,0.0243097,
d046_p35,153,162,10,0.329495,0.242937,0.0126327,
d046_p36_incomplete,1,7,7,0.558935,0.703642,0.0365894,
d046_p37,9,26,18,0.510757,0.353293,0.0183712,
d046_scalecube,42,42,1,0.0557991,0.0399752,0.00207871,
d046_SER_p04,22,25,4,0.0437549,0.00615163,0.000319885,
d046_SER_p10,38,40,3,0.0463996,0.00921395,0.000479125,
d046_SER_p12,42,48,4,0.0347152,0.00386781,0.000201126,
d046_SER_p15,68,71,4,0.0584817,0.0109734,0.000570619,
d046_SER_p17,78,87,9,0.0883771,0.0111455,0.000579566,
d046_SER_p20,97,103,7,0.0665683,0.00812353,0.000422424,
d046_SER_p23,105,112,8,0.0951496,0.0145367,0.000755907,
d046_SER_p31,143,143,2,0.0148949,0.0014254,7.41206e-05,
