sec,x,y
2.0,29.5185,37.4303
3.0,29.4952,37.43
4.0,29.4705,37.4316
5.0,29.4386,37.432
6.0,29.3969,37.4299
7.0,29.3524,37.4269
8.0,29.301,37.4247
9.0,29.2538,37.4245
10.0,29.2138,37.4234
11.0,29.1736,37.4218
12.0,29.137,37.4229
13.0,29.0835,37.4264
14.0,29.0255,37.4278
15.0,28.9696,37.4268
16.0,28.9135,37.4281
17.0,28.8532,37.4261
18.0,28.7918,37.4211
19.0,28.7088,37.4171
20.0,28.6204,37.4063
21.0,28.5319,37.3885
22.0,28.4295,37.3675
23.0,28.3322,37.3445
24.0,28.2345,37.3073
25.0,28.1307,37.2686
26.0,28.026,37.2143
27.0,27.9262,37.1535
28.0,27.8139,37.0819
29.0,27.6794,36.9832
30.0,27.5466,36.8863
31.0,27.4134,36.7922
32.0,27.3066,36.7096
33.0,27.1801,36.6155
34.0,27.0421,36.5162
35.0,26.9062,36.42
36.0,26.7807,36.3263
37.0,26.6393,36.2359
38.0,26.4944,36.1463
39.0,26.3796,36.0746
40.0,26.17,35.9558
41.0,25.9284,35.8376
42.0,25.6674,35.6983
43.0,25.4598,35.5846
44.0,25.2382,35.4734
45.0,25.0171,35.3637
46.0,24.7871,35.2678
47.0,24.5545,35.1766
48.0,24.3226,35.0809
49.0,24.0628,34.9654
50.0,23.92,34.9142
51.0,23.8086,34.8478
52.0,23.67,34.771
53.0,23.4611,34.6688
54.0,23.2676,34.5709
55.0,23.0863,34.4738
56.0,22.8911,34.3609
57.0,22.6933,34.2483
58.0,22.5062,34.1435
59.0,22.3348,34.0573
60.0,22.1101,33.9369
61.0,21.8777,33.8227
62.0,21.6812,33.7329
63.0,21.5312,33.6447
64.0,21.3848,33.5645
65.0,21.2271,33.4883
66.0,21.0766,33.42
67.0,20.9391,33.3506
68.0,20.8072,33.2871
69.0,20.7028,33.2348
70.0,20.6135,33.1845
71.0,20.5474,33.1581
72.0,20.4853,33.1327
73.0,20.4222,33.1191
74.0,20.3619,33.1125
75.0,20.3167,33.0892
76.0,20.284,33.0718
77.0,20.2591,33.0605
78.0,20.2413,33.0451
79.0,20.2102,33.0238
80.0,20.1911,33.0229
81.0,20.1495,33.0096
82.0,20.1093,32.9896
83.0,20.0707,32.9579
84.0,20.0473,32.9302
85.0,20.0101,32.9087
86.0,19.9789,32.8864
87.0,19.9319,32.8619
88.0,19.8927,32.8323
89.0,19.8464,32.7947
90.0,19.8044,32.7448
91.0,19.7625,32.6874
92.0,19.711,32.623
93.0,19.6661,32.5711
94.0,19.5935,32.5147
95.0,19.5208,32.4592
96.0,19.4473,32.4092
97.0,19.4012,32.3564
98.0,19.3442,32.3176
99.0,19.2987,32.2885
100.0,19.2543,32.2744
101.0,19.2193,32.2744
102.0,19.1779,32.2513
103.0,19.1235,32.2263
104.0,19.0877,32.1911
105.0,19.0513,32.155
106.0,19.0207,32.111
107.0,18.9722,32.0637
108.0,18.9313,32.0098
109.0,18.8769,31.9648
110.0,18.8171,31.9099
111.0,18.7744,31.8154
112.0,18.7348,31.7438
113.0,18.6993,31.6711
114.0,18.6626,31.6042
115.0,18.6321,31.5402
116.0,18.5966,31.4747
117.0,18.5655,31.4121
118.0,18.5248,31.3524
119.0,18.4965,31.2769
120.0,18.4744,31.2064
121.0,18.4329,31.166
122.0,18.4008,31.129
123.0,18.3734,31.0879
124.0,18.3436,31.0511
125.0,18.3069,31.0156
126.0,18.2663,30.9841
127.0,18.2247,30.9505
128.0,18.1839,30.9183
129.0,18.1488,30.8945
130.0,18.1096,30.8662
131.0,18.065,30.8429
132.0,18.0021,30.8168
133.0,17.9342,30.7863
134.0,17.865,30.7526
135.0,17.7944,30.7164
136.0,17.7104,30.6748
137.0,17.6199,30.6376
138.0,17.5267,30.5945
139.0,17.4483,30.5662
140.0,17.3562,30.5355
141.0,17.2685,30.4963
142.0,17.1928,30.4561
143.0,17.118,30.4214
144.0,17.0433,30.381
145.0,16.9758,30.3437
146.0,16.919,30.3154
147.0,16.8659,30.2901
148.0,16.814,30.2633
149.0,16.7354,30.2317
150.0,16.6685,30.2055
151.0,16.6004,30.1833
152.0,16.5341,30.1686
153.0,16.4691,30.1572
154.0,16.4101,30.1507
155.0,16.3531,30.1436
156.0,16.2901,30.1346
157.0,16.2251,30.1234
158.0,16.1644,30.1159
159.0,16.1066,30.0977
160.0,16.0581,30.0856
161.0,15.9964,30.0806
162.0,15.9339,30.0754
163.0,15.8731,30.0701
164.0,15.8104,30.0655
165.0,15.7446,30.0614
166.0,15.6818,30.0577
167.0,15.6221,30.0504
168.0,15.5662,30.0433
169.0,15.5153,30.0375
170.0,15.4535,30.0239
171.0,15.4036,30.0085
172.0,15.3508,29.9875
173.0,15.2934,29.9697
174.0,15.2373,29.9474
175.0,15.1801,29.9206
176.0,15.1241,29.8909
177.0,15.0726,29.8627
178.0,15.0083,29.8377
179.0,14.9387,29.8091
180.0,14.8774,29.7858
181.0,14.8192,29.7613
183.0,14.7659,29.7428
184.0,14.7189,29.719
185.0,14.668,29.6993
186.0,14.6124,29.6841
187.0,14.5544,29.6706
188.0,14.4948,29.6569
189.0,14.442,29.6396
190.0,14.3932,29.6238
191.0,14.3434,29.6082
192.0,14.2906,29.5893
193.0,14.2451,29.568
194.0,14.1952,29.5489
195.0,14.1506,29.5334
196.0,14.1154,29.521
197.0,14.0874,29.5121
198.0,14.0627,29.5053
199.0,14.0427,29.5026
200.0,14.0233,29.5002
201.0,14.0051,29.4956
202.0,13.9945,29.4948
203.0,13.9792,29.496
204.0,13.9719,29.4993
205.0,13.966,29.5008
